Sector: Automobile & Ancillaries,
Date: 13-Aug-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Tube Investments of India Ltd.,TIINDIA,Cycles,76821.88,2,2024-03,740.14,76334.62,2024-06,17570.59,1221.64,2024-06,63.53,1.66,14.24,2,2024-03,0.15,26.32,33.69,"TIINDIA,"
Ashok Leyland Ltd.,ASHOKLEY,Automobiles-Trucks/Lcv,73924.56,2,2024-03,40564.34,107408.85,2024-06,46823.81,2646.54,2024-06,30.19,6.95,7.78,2,2024-03,4.53,30.88,15.92,"ASHOKLEY,"
Bharat Forge Ltd.,BHARATFORG,Forgings,73653.79,2,2024-03,7465.61,79429.48,2024-06,15910.95,867.54,2024-06,79.15,,10.05,2,2024-03,1.04,13.13,13.75,"BHARATFORG,"
Schaeffler India Ltd.,SCHAEFFLER,Bearings,62581.64,2,2024-06,,61465.7,2024-06,7708.12,907.54,2024-06,68.96,,12.86,2,2023-12,0,19.78,26.81,"SCHAEFFLER,"
UNO Minda Ltd.,UNOMINDA,Auto Ancillary,60149.4,2,2024-03,1573.11,61468.07,2024-06,14755.74,763.56,2024-06,66.35,2.71,11.82,2,2024-03,0.32,20.43,21.89,"UNOMINDA,"
MRF Ltd.,MRF,Tyres & Allied,58279.12,2,2024-03,2070.89,60004.63,2024-06,25925.37,2063.5,2024-06,28.24,2.18,3.37,2,2024-03,0.12,13.25,17.54,"MRF,"
Balkrishna Industries Ltd.,BALKRISIND,Tyres & Allied,53710.28,2,2024-03,3095.43,56725.71,2024-06,9924.02,1629.6,2024-06,32.96,2.4,5.75,2,2024-03,0.35,17.93,17.98,"BALKRISIND,"
OLA Electric Mobility Ltd.,OLAELEC,Automobile Two & Three Wheelers,47667.84,1,2024-03,2389.21,48393.96,,,,2023-03,0,,2.53,2,2024-03,1.35,0,-33.24,"OLAELEC,"
AIA Engineering Ltd.,AIAENG,Castings/Forgings,42738.92,2,2024-03,454.59,42639.92,2024-06,4634.15,1120.92,2024-06,38.06,2.01,6.18,2,2023-03,0.09,20.23,25.34,"AIAENG,"
Exide Industries Ltd.,EXIDEIND,Batteries,41854,2,2024-03,696.96,42220.45,2024-06,16959.96,879.07,2024-06,47.86,13.58,3.19,2,2024-03,0.05,7.35,10.81,"EXIDEIND,"
Escorts Kubota Ltd.,ESCORTS,Automobiles-Tractors,40946.79,2,2024-03,4.2,39771.99,2024-06,8804.4,1035.48,2024-06,38.91,2.26,4.33,2,2024-03,0,12.1,16.29,"ESCORTS,"
Sona BLW Precision Forgings Ltd.,SONACOMS,Auto Ancillary,38663.2,2,2024-03,233.06,38622.09,2024-06,3344.56,547.46,2024-06,70.66,2.84,13.92,2,2024-03,0.09,21.05,25.86,"SONACOMS,"
Tata Motors Ltd. - DVR Ordinary,TATAMTRDVR,Automobiles-Trucks/Lcv,36926.47,1,,,36926.47,,,,-0,,,,1,-0,,,,"TATAMTRDVR,"
Endurance Technologies Ltd.,ENDURANCE,Auto Ancillary,35897.86,2,2024-03,748.85,36142.03,2024-03,10240.87,680.49,2024-03,52.75,9.26,7.21,2,2024-03,0.15,14.49,17.67,"ENDURANCE,"
Apollo Tyres Ltd.,APOLLOTYRE,Tyres & Allied,30884.96,2,2024-03,3941.86,33904.7,2024-06,25467.99,1626.62,2024-06,18.98,1.23,2.17,2,2024-03,0.28,13.01,17.04,"APOLLOTYRE,"
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Auto Ancillary,29097.41,2,2024-03,0,27800.05,2024-06,3794.6,406.15,2024-06,71.64,,10.07,2,2024-03,0,15.63,21.21,"ZFCVINDIA,"
Amara Raja Energy & Mobility Ltd.,ARE&M,Batteries,28656.28,2,2024-03,53.33,28591.81,2024-06,12174.17,959.97,2024-06,29.85,2.12,4.07,2,2024-03,0.01,15.4,19.81,"ARE&M,"
Timken India Ltd.,TIMKEN,Bearings,28542.5,1,2024-03,6.04,28217.18,2024-06,2975.66,398.31,2024-06,71.66,3.35,11.36,1,2024-03,0,17.61,23.52,"TIMKEN,"
Sundram Fasteners Ltd.,SUNDRMFAST,Auto Ancillary,28224.44,2,2024-03,627.72,28816.84,2024-06,5753.22,539.59,2024-06,52.67,19.79,7.92,2,2024-03,0.18,16.33,18.73,"SUNDRMFAST,"
TVS Holdings Ltd.,TVSHLTD,Auto Ancillary,26903.64,2,2024-03,26232.49,49966.09,2024-06,41069.93,1985.93,2024-06,29.85,2.25,8.06,2,2024-03,9.24,58.62,16.85,"TVSHLTD,"
SKF India Ltd.,SKFINDIA,Bearings,25765.58,2,2024-03,0,24543.47,2024-06,4627.14,556.25,2024-06,46.32,,9.6,2,2024-03,0,21.97,29.34,"SKFINDIA,"
Castrol India Ltd.,CASTROLIND,Lubricants,24747.84,1,2024-06,,23484.7,2024-06,5169.74,884.77,2024-06,27.97,6.9,11.6,1,2023-12,0,44.69,59.32,"CASTROLIND,"
Jupiter Wagons Ltd.,JWL,Railways Wagons,23629.68,2,2024-03,337.67,23754.39,2024-06,3770.41,362.36,2024-06,65.52,,9.42,2,2023-03,0.36,16.24,23.99,"JWL,"
JBM Auto Ltd.,JBMA,Auto Ancillary,22496.52,2,2024-03,2101.16,24530.77,2024-06,5207.63,194.58,2024-06,123.57,10.27,18.58,2,2023-03,1.63,12.99,11.86,"JBMA,"
CIE Automotive India Ltd.,CIEINDIA,Forgings,20159.32,2,2024-06,425.77,20420.83,2024-06,9239.3,809.83,2024-06,20.33,1.15,3.25,2,2023-12,0.13,14.39,18.47,"CIEINDIA,"
PTC Industries Ltd.,PTCIL,Castings/Forgings,20081.19,2,2024-03,181.89,20105.31,2024-06,232.24,35.83,2024-06,560.41,21.39,30.87,2,2023-03,0.66,11.85,11.66,"PTCIL,"
Titagarh Railsystems Ltd.,TITAGARH,Railways Wagons,18811.23,2,2024-03,66.26,18268.39,2024-06,3845.59,300.57,2024-06,64.56,0.88,8.22,2,2024-03,0.03,18.13,26.42,"TITAGARH,"
HBL Power Systems Ltd.,HBLPOWER,Batteries,17114.02,2,2024-03,59.32,16938.39,2024-06,2286.03,287,2024-06,55.34,2.99,13.2,2,2023-03,0.08,10.83,14.02,"HBLPOWER,"
Ramkrishna Forgings Ltd.,RKFORGE,Forgings,16749.58,2,2024-03,1118.37,17690.91,2024-06,4067.57,344.91,2024-06,48.72,2.1,6.08,2,2024-03,0.42,17.22,19.06,"RKFORGE,"
Olectra Greentech Ltd.,OLECTRA,Automobiles-Trucks/Lcv,13590.93,2,2024-03,120.75,13537.13,2024-06,1252.05,71.53,2024-06,164.23,3.34,14.55,2,2023-03,0.16,8.27,13.3,"OLECTRA,"
Craftsman Automation Ltd.,CRAFTSMAN,Auto Ancillary,12839.67,2,2024-03,1546.43,14303.08,2024-06,4565.29,315.14,2024-06,45.34,1.77,4.4,2,2024-03,0.93,22.23,21.6,"CRAFTSMAN,"
Electrosteel Castings Ltd.,ELECTCAST,Castings/Forgings,12468.78,2,2024-03,2266.46,14334.88,2024-06,7804.88,891.27,2024-06,13.99,0.51,2.34,2,2024-03,0.44,15.63,16.07,"ELECTCAST,"
Minda Corporation Ltd.,MINDACORP,Auto Ancillary,12254.02,2,2024-03,348.2,12410.22,2024-06,4769.02,241.01,2024-06,49.77,5.92,6,2,2024-03,0.18,12.64,16.35,"MINDACORP,"
Kirloskar Ferrous Industries Ltd.,500245,Castings/Forgings,11660.23,2,2024-03,1217.84,12832.47,2024-06,6197.48,274.48,2024-06,49.86,,4.97,2,2023-03,0.46,22.75,23.64,"500245,"
Happy Forgings Ltd.,HAPPYFORGE,Forgings,11342.27,2,2024-03,143.01,11367.81,2024-03,1358.24,242.98,2024-03,46.68,,6.79,2,2024-03,0.09,18.73,22.7,"HAPPYFORGE,"
Force Motors Ltd.,FORCEMOT,Automobiles-Trucks/Lcv,10793.93,2,2024-03,524.5,10869.67,2024-06,7389.48,449.68,2024-06,24.8,,4.55,2,2023-03,0.51,7.38,12.07,"FORCEMOT,"
Ceat Ltd.,CEATLTD,Tyres & Allied,10585.38,2,2024-03,1628.9,12155.2,2024-06,12201.13,616.96,2024-06,16.23,0.87,2.53,2,2024-03,0.4,16.98,20.1,"CEATLTD,"
Maharashtra Scooters Ltd.,MAHSCOOTER,Auto Ancillary,10456.74,1,2024-03,0,10450.99,2024-06,225.19,207.09,2024-06,50.49,2.26,0.39,1,2024-03,0,0.87,0.88,"MAHSCOOTER,"
JK Tyre & Industries Ltd.,JKTYRE,Tyres & Allied,10419.82,2,2024-03,4473.43,14123.74,2024-06,14922.78,863.88,2024-06,12.35,0.49,2.22,2,2024-03,1,20.61,19.36,"JKTYRE,"
Texmaco Rail & Engineering Ltd.,TEXRAIL,Railways Wagons,10222.37,2,2024-03,629.72,10444.6,2024-03,3502.87,96.18,2024-03,90.3,5.82,4.04,2,2023-03,0.72,0.86,6.24,"TEXRAIL,"
Varroc Engineering Ltd.,VARROC,Auto Ancillary,8114.49,2,2024-03,1209.38,9193.57,2024-06,7645.1,491.08,2024-06,15.42,,5.31,2,2023-03,1.67,2.62,8.88,"VARROC,"
ASK Automotive Ltd.,ASKAUTOLTD,Auto Ancillary,7926.12,2,2024-03,343.11,8256.58,2024-06,3200.24,180.14,2024-06,40.49,4.58,9.09,2,2024-03,0.42,23.8,24.37,"ASKAUTOLTD,"
Sharda Motor Industries Ltd.,SHARDAMOTR,Auto Ancillary,7695.65,2,2024-03,,7431.01,2024-06,2840.59,316.13,2024-06,23.96,1.28,8.58,2,2023-03,0,31.31,42.1,"SHARDAMOTR,"
Sansera Engineering Ltd.,SANSERA,Auto Ancillary,7566.52,2,2024-03,801.1,8304.64,2024-06,2895.3,192.1,2024-06,39.7,4.7,5.41,2,2023-03,0.62,13.8,15.06,"SANSERA,"
Suprajit Engineering Ltd.,SUPRAJIT,Auto Ancillary,7240.25,2,2024-03,623.86,7745.55,2024-03,2895.86,167.27,2024-03,43.28,22.84,5.32,2,2023-03,0.53,13.3,15.69,"SUPRAJIT,"
Gabriel India Ltd.,GABRIEL,Auto Ancillary,7056.51,2,2024-03,25.17,7005.22,2024-03,3402.63,178.63,2024-03,39.48,,7.04,2,2024-03,0.03,33.01,40.74,"GABRIEL,"
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Lubricants,6569.77,2,2024-03,333.13,6145.61,2024-06,3383.49,324.37,2024-06,20.15,,4.76,2,2023-03,0.28,21.07,24.08,"GULFOILLUB,"
Pricol Ltd.,PRICOLLTD,Auto Ancillary,6197.06,2,2024-03,46.62,6130.05,2024-06,2354.5,154.24,2024-06,40.18,1.75,6.96,2,2024-03,0.06,18.15,24.23,"PRICOLLTD,"
Rolex Rings Ltd,ROLEXRINGS,Bearings,6131.04,1,2024-03,18.02,6120.29,2024-06,1221.19,157.51,2024-06,38.92,1.78,6.47,1,2023-03,0.11,30.76,31.79,"ROLEXRINGS,"
Jamna Auto Industries Ltd.,JAMNAAUTO,Auto Ancillary,5038.71,2,2024-03,158.5,5116.77,2024-03,2426.77,205.41,2024-03,24.53,4.03,5.58,2,2023-03,0.02,23.02,27.95,"JAMNAAUTO,"
Banco Products (India) Ltd.,BANCOINDIA,Auto Ancillary,4726.31,2,2024-03,221.57,4884.42,2024-06,2822.95,271.26,2024-06,17.42,1.16,4.22,2,2023-03,0.29,23.77,28.2,"BANCOINDIA,"
Shanthi Gears Ltd.,SHANTIGEAR,Auto Ancillary,4530.07,1,2024-03,0,4522.16,2024-06,553.42,85.79,2024-06,52.8,2.67,12.34,1,2024-03,0,25.4,34.02,"SHANTIGEAR,"
JTEKT India Ltd.,JTEKTINDIA,Auto Ancillary,4500.76,1,2024-03,109.59,4610.36,2024-06,2329.5,102.63,2024-06,43.85,7.53,5.38,2,2023-03,0.08,13.06,16.3,"JTEKTINDIA,"
Subros Ltd.,SUBROS,Auto Ancillary,4459.84,2,2024-03,,4337.49,2024-06,3187.18,118.98,2024-06,37.47,,4.5,2,2023-03,0.09,5.67,8.5,"SUBROS,"
Tide Water Oil Company (India) Ltd.,TIDEWATER,Lubricants,4197.79,2,2024-03,0,4157.12,2024-03,1931.19,129.58,2024-03,29.37,3.64,5.07,2,2024-03,0,17.96,23.67,"TIDEWATER,"
LG Balakrishnan & Bros Ltd.,LGBBROSLTD,Auto Ancillary,4067.67,2,2024-03,99.49,3807.12,2024-06,2378.72,281.26,2024-06,14.47,0.58,2.41,2,2024-03,0.06,18.16,23.35,"LGBBROSLTD,"
Savita Oil Technologies Ltd.,SOTL,Lubricants,3999.19,2,2024-03,,3822.54,2024-06,3776.03,184.96,2024-06,21.62,0.59,2.41,2,2023-03,0,16.68,24.99,"SOTL,"
Sandhar Technologies Ltd.,SANDHAR,Auto Ancillary,3854.31,2,2024-03,624.68,4443.47,2024-06,3604.77,112.27,2024-06,32.82,12.42,3.69,2,2023-03,0.59,8.58,9.76,"SANDHAR,"
Greaves Cotton Ltd.,GREAVESCOT,Diesel Engines,3828.97,2,2024-03,49.34,3564.16,2024-06,2704.3,-342.5,2024-06,0,0,2.7,2,2024-03,0.03,-24.55,-17.14,"GREAVESCOT,"
Lumax Auto Technologies Ltd.,LUMAXTECH,Auto Ancillary,3666.54,2,2024-03,680.29,4271.73,2024-06,2945.96,178.53,2024-06,26.24,1.77,4.41,2,2023-03,0.83,18.49,17.37,"LUMAXTECH,"
Swaraj Engines Ltd.,SWARAJENG,Diesel Engines,3596.26,1,2024-03,0,3420.57,2024-06,1437.4,140.14,2024-06,25.66,2.37,8.74,1,2024-03,0,38.81,52.12,"SWARAJENG,"
Sundaram-Clayton Ltd.,SUNCLAY,Auto Ancillary,3584.42,2,2024-03,1417.37,4976.95,,,,2024-03,0,,6.59,2,2024-03,2.36,-17.48,-2.06,"SUNCLAY,"
Fiem Industries Ltd.,FIEMIND,Auto Ancillary,3460.77,2,2024-03,0,3254.65,2024-03,2028.78,165.82,2024-03,20.89,0.86,3.9,2,2024-03,0,20.12,27.43,"FIEMIND,"
V.S.T. Tillers Tractors Ltd.,VSTTILLERS,Automobiles-Tractors,3454.43,1,2024-03,,3407.69,2024-03,968.05,121.51,2024-03,28.43,,3.74,1,2023-03,0,11.74,16,"VSTTILLERS,"
Eveready Industries India Ltd.,EVEREADY,Batteries,3353.79,2,2024-03,285.23,3630.93,2024-06,1300.07,71.26,2024-06,47.06,,8.06,2,2024-03,0.74,18.91,16.55,"EVEREADY,"
Steel Strips Wheels Ltd.,SSWL,Auto Ancillary,3353.58,2,2024-03,1047.93,4358.63,2024-06,4337.99,668.31,2024-06,5.02,,2.4,2,2023-03,0.59,19.71,22.06,"SSWL,"
TVS Srichakra Ltd.,TVSSRICHAK,Tyres & Allied,3154.28,2,2024-03,834.71,3970.38,2024-06,3014.78,93.44,2024-06,33.67,0.33,2.82,2,2023-03,0.64,7.76,8.9,"TVSSRICHAK,"
SJS Enterprises Ltd.,SJS,Auto Ancillary,3035.82,2,2024-03,68.34,3088.84,2024-06,699.18,95.58,2024-06,32.08,,5.32,2,2024-03,0.13,17.65,22.72,"SJS,"
Rajratan Global Wire Ltd.,RAJRATAN,Auto Ancillary,2995.74,2,2024-03,190.66,3171.31,2024-06,906.74,74.64,2024-06,40.14,1.83,5.95,2,2024-03,0.39,15.55,17.63,"RAJRATAN,"
NRB Bearings Ltd.,NRBBEARING,Bearings,2936.27,2,2024-03,173.35,3008.95,2024-06,1111.3,248.14,2024-06,11.95,4.16,3.35,2,2023-03,0.48,15.31,15.89,"NRBBEARING,"
SML Isuzu Ltd.,SMLISUZU,Automobiles-Trucks/Lcv,2918.06,1,2024-03,415.65,3285.02,2024-06,2310.42,122.48,2024-06,23.82,1.29,8.79,1,2023-03,1.45,11.69,9.53,"SMLISUZU,"
Automotive Axles Ltd.,AUTOAXLES,Auto Ancillary,2838.71,1,2024-03,6.25,2761.68,2024-06,2189.73,162.38,2024-06,17.48,2.51,3.12,1,2024-03,0.01,20.32,27.32,"AUTOAXLES,"
Goodyear India Ltd.,500168,Tyres & Allied,2715.04,1,2024-03,0,2591.38,2024-03,2551.71,94.85,2024-03,28.62,,4.69,1,2024-03,0,16.05,22.38,"500168,"
MM Forgings Ltd.,MMFL,Forgings,2587.65,2,2024-03,930.83,3308.68,2024-06,1575.09,134.6,2024-06,19.22,1.72,3.18,2,2024-03,1.18,18.48,14.73,"MMFL,"
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillary,2547.4,2,2024-03,0,2129.22,2024-03,1695.58,133.37,2024-03,20.08,2.59,2.29,2,2024-03,0,12.76,17.85,"FMGOETZE,"
Lumax Industries Ltd.,LUMAXIND,Auto Ancillary,2537.58,2,2024-03,597,3088.07,2024-06,2783.95,56.13,2024-06,20.79,2.38,3.69,2,2023-03,0.65,19.17,19.66,"LUMAXIND,"
Landmark Cars Ltd.,LANDMARK,Automobiles - Dealers & Distributors,2481.09,2,2024-03,363.72,2812.9,2024-03,3287.89,57.22,2024-03,44.3,,4.6,2,2023-03,0.63,24.15,23.84,"LANDMARK,"
Panama Petrochem Ltd.,PANAMAPET,Lubricants,2443.03,2,2024-03,25.49,2335.35,2024-06,2497.99,199.43,2024-06,12.25,0.4,2.12,2,2024-03,0.02,18.99,24.87,"PANAMAPET,"
Talbros Automotive Components Ltd.,TALBROAUTO,Auto Ancillary,2138.26,2,2024-03,86.2,2219.27,2024-06,799.79,97.4,2024-06,18.89,0.87,3.85,2,2023-03,0.24,16.6,19.32,"TALBROAUTO,"
Gandhar Oil Refinery (India) Ltd.,GANDHAR,Lubricants,2048.9,2,2024-03,203.14,1975.32,2024-06,4037.67,143.73,2024-06,16.18,0.67,1.7,2,2023-03,0.23,33.67,40.56,"GANDHAR,"
Alicon Castalloy Ltd.,ALICON,Castings/Forgings,2040.78,2,2024-03,306.23,2335.8,2024-06,1645.3,70.83,2024-06,28.81,4.92,3.55,2,2023-03,0.62,10.98,12.46,"ALICON,"
Wheels India Ltd.,WHEELS,Auto Ancillary,1928.62,2,2024-03,759.22,2682.54,2024-06,4931.55,65.58,2024-06,25.18,,2.24,2,2024-03,0.9,7.39,12.41,"WHEELS,"
The Hi-Tech Gears Ltd.,HITECHGEAR,Auto Ancillary,1767.12,2,2024-03,194.6,1907.88,2024-06,1104.03,119.19,2024-06,14.83,,3.68,2,2023-03,1.29,6.75,8.32,"HITECHGEAR,"
Atul Auto Ltd.,ATULAUTO,Automobile Two & Three Wheelers,1762.35,2,2024-03,144.25,1884.34,2024-06,602.72,17.24,2024-06,91.12,,4.19,2,2023-03,0.49,1,4.53,"ATULAUTO,"
GNA Axles Ltd.,GNA,Auto Ancillary,1758.87,2,2024-03,189.17,1915.45,2024-06,1531.86,94.56,2024-06,18.6,0.9,2.12,2,2023-03,0.28,19.88,21.39,"GNA,"
Precision Camshafts Ltd.,PRECAM,Auto Ancillary,1752.96,2,2024-03,102.47,1766.32,2024-06,1023.69,47.86,2024-06,36.62,,2.31,2,2024-03,0.14,5.51,8.25,"PRECAM,"
Automobile Corporation of Goa Ltd.,505036,Auto Ancillary,1744.12,1,2024-03,61.88,1764.62,2024-06,636.68,46.18,2024-06,37.77,4.24,7.36,1,2024-03,0.28,18.6,18.72,"505036,"
India Nippon Electricals Ltd.,INDNIPPON,Auto Ancillary,1740.49,2,2024-03,,1721.58,2024-06,750.79,68.18,2024-06,25.53,,2.71,2,2023-03,0,9.05,11.42,"INDNIPPON,"
Popular Vehicles & Services Ltd.,PVSL,Automobiles - Dealers & Distributors,1641.47,2,2024-03,444.64,2025.52,2024-03,5615.53,76.08,2024-03,21.58,1.43,2.51,2,2023-03,1.47,20.57,21.17,"PVSL,"
Rico Auto Industries Ltd.,RICOAUTO,Auto Ancillary,1582.16,2,2024-03,654.98,2215.64,2024-06,2165.49,38.87,2024-03,41.27,,2.2,2,2023-03,1.06,7.67,9.66,"RICOAUTO,"
Rane (Madras) Ltd.,RML,Auto Ancillary,1575.37,2,2024-03,700.7,2252.46,2024-06,2172.62,20.9,2024-06,75.38,0.66,6.07,2,2024-03,2.74,1.21,-4.89,"RML,"
Amic Forging Ltd.,544037,Forgings,1520.87,1,2024-03,3.86,1524.73,2024-03,126.15,13.83,2024-03,109.95,,24.72,2,2023-03,0.19,71.4,66.37,"544037,"
Sterling Tools Ltd.,STERTOOLS,Fasteners,1471.77,2,2024-03,116.01,1482.79,2024-03,931.97,55.37,2024-03,26.58,,3.29,2,2023-03,0.33,12.66,14.23,"STERTOOLS,"
Wardwizard Innovations & Mobility Ltd.,538970,Automobile Two & Three Wheelers,1405.4,2,2024-03,82.91,1483.18,2024-06,334.96,14.18,2024-06,99.15,,13.57,2,2023-03,0.14,18.78,25.78,"538970,"
Automotive Stampings and Assemblies Ltd.,ASAL,Auto Ancillary,1331.82,1,2024-03,45.99,1375.93,2024-06,853.11,20.34,2024-06,65.48,2.24,-394.45,1,2024-03,-6.24,0,123.58,"ASAL,"
Mercury Ev-Tech Ltd.,531357,Automobiles - Passenger Cars,1326.44,2,2024-03,55.54,1381.98,2024-03,22.92,2.11,2024-03,665.88,,16.44,2,2023-03,0.46,5.43,4.38,"531357,"
Steelcast Ltd.,STEELCAS,Castings/Forgings,1299.91,1,2024-03,0.08,1287.53,2024-06,367.98,67.65,2024-06,19.21,0.78,4.6,1,2024-03,0,30.94,40.2,"STEELCAS,"
NDR Auto Components Ltd.,NDRAUTO,Auto Ancillary,1277.81,2,2024-03,1.7,1246.08,2024-06,645.25,34.66,2024-06,30.42,,4.86,2,2024-03,0.01,16.42,22.02,"NDRAUTO,"
Saint-Gobain Sekurit India Ltd.,515043,Auto Ancillary,1271.84,1,2024-03,0.84,1267.57,2024-06,202.31,31.79,2024-06,40.01,2.82,6.17,1,2024-03,0,16.46,22.39,"515043,"
Nelcast Ltd.,NELCAST,Castings/Forgings,1233.24,2,2024-03,328.92,1477.19,2024-06,1274.27,55.19,2024-06,22.35,,2.34,2,2024-03,0.63,11.02,12.37,"NELCAST,"
Eraaya Lifespaces Ltd.,531035,Auto Ancillary,1211.59,1,2024-03,,1211.59,2024-06,271.67,1.24,2024-06,975.52,49.52,84.76,1,2023-03,-1.14,0,0,"531035,"
Enkei Wheels (India) Ltd.,533477,Auto Ancillary,1191.29,1,2024-06,191.37,1342.33,2024-06,827.96,18.24,2024-06,65.32,0.76,4.89,1,2023-12,0.71,5.15,7.01,"533477,"
Jay Bharat Maruti Ltd.,JAYBARMARU,Auto Ancillary,1141.5,2,2024-03,328.34,1467.39,2024-06,2292.31,31.38,2024-06,35.2,,2.1,2,2023-03,0.65,7.72,11.3,"JAYBARMARU,"
Waaree Technologies Ltd.,539337,Batteries,1110.57,1,2024-03,17.84,1128.42,2024-03,28.54,-7.5,2024-03,0,,98.8,1,2023-03,0.27,-9.23,-10.54,"539337,"
IST Ltd.,508807,Auto Ancillary,1090.19,2,2024-03,,1090.19,2024-03,109.66,125.6,2024-03,8.65,,0.83,2,2023-03,0.01,7.63,10.28,"508807,"
ZF Steering Gear (India) Ltd.,505163,Auto Ancillary,1082.26,2,2024-03,72.53,1143.18,2024-06,485.05,42.2,2024-06,25.65,7.34,2.31,2,2023-03,0.09,6.51,8.84,"505163,"
RACL Geartech Ltd.,520073,Auto Ancillary,1080.37,2,2024-03,281.53,1360.84,2024-06,429.94,34.79,2024-06,31.05,,5.17,2,2023-03,1.21,25.05,21.68,"520073,"
Munjal Auto Industries Ltd.,MUNJALAU,Auto Ancillary,1020,2,2024-03,100.04,1107.62,2024-06,1883.1,38.29,2024-06,25.25,,2.48,2,2023-03,0.25,14.3,21.33,"MUNJALAU,"
Sar Auto Products Ltd.,538992,Auto Ancillary,948.14,1,2024-03,15.91,948.82,2024-06,20.05,1.15,2024-06,821.61,26.52,55.18,1,2023-03,0.44,4,4.76,"538992,"
Hindustan Composites Ltd.,HINDCOMPOS,Auto Ancillary,842.28,2,2024-03,0.12,840.77,2024-03,297.68,34.41,2024-03,24.48,6.78,0.85,2,2023-03,0,2.99,3.56,"HINDCOMPOS,"
Rane Brake Lining Ltd.,RBL,Auto Ancillary,720.89,1,2024-03,0,716.62,2024-06,668.43,43.93,2024-06,16.41,7.89,2.49,1,2024-03,0,14.86,20.09,"RBL,"
Menon Bearings Ltd.,MENONBE,Bearings,717.03,2,2024-03,33.63,724.66,2024-06,214.22,23.22,2024-06,30.89,,4.75,2,2023-03,0.11,44.13,47.99,"MENONBE,"
