Sector: Capital Goods,
Date: 13-Aug-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Apar Industries Ltd.,APARINDS,Electric Equipment,34218.58,2,2024-03,405.54,33978.09,2024-06,16404.77,830.78,2024-06,41.22,0.95,8.39,2,2024-03,0.1,27,45.08,"APARINDS,"
Inox Wind Ltd.,INOXWIND,Electric Equipment,28135.87,2,2024-03,3236.8,31318.75,2024-06,2040.63,59.53,2024-06,374.94,,10.34,2,2023-03,1.38,-50.69,-9.07,"INOXWIND,"
Triveni Turbine Ltd.,TRITURBINE,Engineering - Industrial Equipments,25028.04,2,2024-03,,24625.57,2024-06,1740.8,288.72,2024-06,86.78,5.81,24.06,2,2023-03,0,23.86,31.91,"TRITURBINE,"
Jyoti CNC Automation Ltd.,JYOTICNC,Engineering - Industrial Equipments,24782.29,2,2024-03,303.78,24700.46,2024-06,1492.18,215.36,2024-06,115.08,11.35,17.51,2,2023-03,10.16,24.44,13.48,"JYOTICNC,"
V-Guard Industries Ltd.,VGUARD,Electric Equipment,22578.86,2,2024-03,291.03,22812.52,2024-06,5119.01,292.33,2024-06,77.24,8.56,12.02,2,2024-03,0.16,15.4,18.38,"VGUARD,"
Elgi Equipments Ltd.,ELGIEQUIP,Compressors / Pumps,19374.23,2,2024-03,558.37,19158.11,2024-06,3294.95,321.68,2024-06,59.75,2.41,11.53,2,2024-03,0.35,20.95,23.44,"ELGIEQUIP,"
Schneider Electric Infrastructure Ltd.,SCHNEIDER,Electric Equipment,19091.26,1,2024-03,469.18,19513.14,2024-06,2304.34,185.59,2024-06,102.87,0.88,57.63,1,2024-03,1.66,81.83,38.69,"SCHNEIDER,"
Kirloskar Oil Engines Ltd.,KIRLOSENG,Engineering - Industrial Equipments,18019.21,2,2024-03,4124.68,21639.14,2024-06,5990.5,469.29,2024-06,37.88,2.39,6.4,2,2024-03,1.55,17.76,14.97,"KIRLOSENG,"
Rites Ltd.,RITES,Engineering,16058.17,2,2024-03,,12916.84,2024-06,2394.26,458.27,2024-06,37.66,3.92,5.95,2,2023-03,0,22.42,30.52,"RITES,"
KSB Ltd.,KSB,Compressors / Pumps,15969.84,2,2024-06,,15595.94,2024-06,2356.5,206.2,2024-06,73.36,3.07,11.82,2,2023-12,0,17.07,23.36,"KSB,"
BEML Ltd.,BEML,Construction Vehicles,15961.92,2,2024-03,60.56,16013.62,2024-06,4111.49,286.31,2024-06,55.75,13.86,6.15,2,2023-03,0.15,6.61,11.21,"BEML,"
Kirloskar Brothers Ltd.,KIRLOSBROS,Engineering - Industrial Equipments,15054.74,2,2024-03,154.91,14916.86,2024-06,4132.6,344.3,2024-06,43.06,0.29,8.41,2,2024-03,0.09,21.74,28.69,"KIRLOSBROS,"
Action Construction Equipment Ltd.,ACE,Construction Vehicles,15026.51,2,2024-03,3.88,14919.98,2024-06,2996.45,344.81,2024-06,43.58,1.03,11.44,2,2024-03,0,30.56,42.35,"ACE,"
Praj Industries Ltd.,PRAJIND,Engineering - Industrial Equipments,13526.81,2,2024-03,0,13314.1,2024-06,3428.7,308.9,2024-06,43.79,1.33,9.96,2,2024-03,0,24.12,32.92,"PRAJIND,"
Elecon Engineering Company Ltd.,ELECON,Engineering - Industrial Equipments,13435.95,2,2024-03,0,13172.64,2024-06,1915.44,348.01,2024-06,37.74,0.98,8.02,2,2024-03,0,24.67,32.9,"ELECON,"
Voltamp Transformers Ltd.,VOLTAMP,Electric Equipment,13378.68,1,2024-03,0,13349.25,2024-06,1722.18,336.02,2024-06,39.81,1.36,9.34,1,2024-03,0,24.98,32.51,"VOLTAMP,"
Ingersoll-Rand (India) Ltd.,INGERRAND,Compressors / Pumps,12889.53,1,2024-03,0,12666.61,2024-06,1226.9,230.52,2024-06,55.92,2.5,20.14,1,2024-03,0,38.55,51.82,"INGERRAND,"
Engineers India Ltd.,ENGINERSIN,Engineering,12336.83,2,2024-03,,11118.09,2024-06,3086.41,302.73,2024-06,31,,5.33,2,2023-03,0,18.45,24.04,"ENGINERSIN,"
RHI Magnesita India Ltd.,RHIM,Refractories,12320.91,2,2024-03,362.58,12630.23,2024-03,3781.1,-100.11,2024-03,0,,3.2,2,2023-03,0.52,-23.76,-13.02,"RHIM,"
Genus Power Infrastructures Ltd.,GENUSPOWER,Engineering - Industrial Equipments,11879.84,2,2024-03,587.12,11796.51,2024-06,1351.51,126.75,2024-06,106.13,,7.32,2,2023-03,0.36,3.07,5.77,"GENUSPOWER,"
Tega Industries Ltd.,TEGA,Engineering - Industrial Equipments,11513.3,2,2024-03,243.14,11669.73,2024-06,1564.62,204.49,2024-06,55.03,1.29,9.38,2,2024-03,0.2,17.3,20.03,"TEGA,"
Inox India Ltd.,INOXINDIA,Engineering - Industrial Equipments,10782.7,2,2024-03,4.87,10775.77,2024-03,1131.17,196,2024-03,55.01,203.23,15.49,2,2024-03,0.01,32.85,43.78,"INOXINDIA,"
HMT Ltd.,HMT,Engineering - Industrial Equipments,10431.05,2,2024-03,1029.38,11213.32,2024-03,163.39,-130.07,2024-03,4.09,2.92,-2.91,2,2023-03,-0.87,0,0,"HMT,"
Graphite India Ltd.,GRAPHITE,Electrodes & Welding Equipment,10293.36,2,2024-03,176.61,10400.41,2024-06,2931,1071,2024-06,9.58,,1.76,2,2024-03,0.03,15.22,18.5,"GRAPHITE,"
Transformers & Rectifiers (India) Ltd.,TRIL,Electric Equipment,10216.89,2,2024-03,255.8,10445.44,2024-06,1461.11,80.06,2024-06,132.34,2.28,9.5,2,2024-03,0.46,9.91,15.02,"TRIL,"
Vesuvius India Ltd.,VESUVIUS,Refractories,10140.12,1,2024-06,,9717.41,2024-06,1745.94,253.48,2024-06,40,2.21,7.78,1,2023-12,0,19.43,26.25,"VESUVIUS,"
Ion Exchange (India) Ltd.,IONEXCHANG,Engineering - Industrial Equipments,9735.73,2,2024-03,137.58,9285.41,2024-06,2436.2,204.95,2024-06,46.87,1.25,9.16,2,2023-03,0.06,26.18,34.06,"IONEXCHANG,"
Azad Engineering Ltd.,AZAD,Engineering - Industrial Equipments,9613.25,2,2024-03,37.16,9591.49,2024-03,340.77,58.58,2024-03,164.1,,14.52,2,2023-03,1.47,5.23,15.95,"AZAD,"
Esab India Ltd.,ESABINDIA,Electrodes & Welding Equipment,9454.55,1,2024-03,0,9366.77,2024-06,1275.13,165.06,2024-06,57.28,2.51,26.97,1,2024-03,0,57.56,77.86,"ESABINDIA,"
Shakti Pumps (India) Ltd.,SHAKTIPUMP,Compressors / Pumps,8999.07,2,2024-03,82.91,8880.67,2024-06,1825.24,233.37,2024-06,38.56,,10.61,2,2023-03,0.18,5.95,10.4,"SHAKTIPUMP,"
Lloyds Engineering Works Ltd.,LLOYDSENGG,Engineering - Industrial Equipments,8980.76,1,2024-03,60.81,8916.35,2024-06,646.54,88.22,2024-06,101.8,1.08,21.14,1,2024-03,0.15,27.06,29.25,"LLOYDSENGG,"
Shriram Pistons & Rings Ltd.,SHRIPISTON,Engineering - Industrial Equipments,8371.89,2,2024-03,454.91,7964.83,2024-06,3209.98,454.39,2024-06,18.36,0.7,4.12,2,2024-03,0.24,25.55,29.59,"SHRIPISTON,"
HEG Ltd.,HEG,Electrodes & Welding Equipment,8365.19,2,2024-03,619.38,8574.33,2024-03,2394.9,230.02,2024-03,26.84,,1.89,2,2024-03,0.14,7.16,8.56,"HEG,"
Kirloskar Pneumatic Company Ltd.,KIRLPNU,Compressors / Pumps,8150.38,1,2024-03,0,8097.26,2024-06,1355.67,142.25,2024-06,57.3,2.77,8.61,1,2024-03,0,15.57,20.94,"KIRLPNU,"
Inox Green Energy Services Ltd.,INOXGREEN,Engineering,7604.9,2,2024-03,173.8,7763.66,2024-06,210.64,26.62,2024-06,259.29,24.34,5.2,2,2023-03,0.53,-2.11,1.87,"INOXGREEN,"
Kennametal India Ltd.,505890,Engineering,6641.38,1,2024-06,,6528.28,2024-06,1099.9,110.6,2024-06,60.1,7.62,9.05,1,2023-06,0,13.16,17.65,"505890,"
Nesco Ltd.,NESCO,Engineering - Industrial Equipments,6340.34,1,2024-03,,6312.44,2024-06,682.94,356.47,2024-06,17.79,1.74,2.68,2,2023-03,0,15.87,20.71,"NESCO,"
TD Power Systems Ltd.,TDPOWERSYS,Electric Equipment,6306.69,2,2024-03,0,6095.33,2024-06,1054.01,127.04,2024-03,53.29,0.5,8.95,2,2024-03,0,18.08,25.37,"TDPOWERSYS,"
Cyient DLM Ltd.,CYIENTDLM,Electric Equipment,6107.76,2,2024-03,133.56,5704.74,2024-03,1191.87,61.2,2024-03,99.81,,6.68,2,2024-03,0.15,11.11,14.99,"CYIENTDLM,"
Balu Forge Industries Ltd.,BALUFORGE,Engineering - Industrial Equipments,5867.3,2,2024-03,48.78,5825.2,2024-06,622.78,111.17,2024-06,52.78,,9.95,2,2023-03,0.26,21.91,26.91,"BALUFORGE,"
GMM Pfaudler Ltd.,GMMPFAUDLR,Engineering - Industrial Equipments,5824.88,2,2024-03,712.02,6193.33,2024-06,3319.41,153.66,2024-06,36.59,1.27,5.91,2,2024-03,0.74,19.79,21.37,"GMMPFAUDLR,"
MTAR Technologies Ltd.,MTARTECH,Engineering,5485.67,2,2024-03,190.92,5625.75,2024-03,580.75,56.11,2024-03,97.76,,8.11,2,2023-03,0.23,18.15,22.45,"MTARTECH,"
Bharat Bijlee Ltd.,BBL,Electric Equipment,5442.28,1,2024-03,150,5422.96,2024-06,1805.79,130.04,2024-06,41.85,1.62,2.88,1,2024-03,0.08,8.11,10.73,"BBL,"
Kirloskar Industries Ltd.,KIRLOSIND,Engineering - Industrial Equipments,5248.84,2,2024-03,1217.84,6351.72,2024-03,6368.39,360.66,2024-03,27.4,0.78,1.08,2,2023-03,0.32,17.16,19.94,"KIRLOSIND,"
Harsha Engineers International Ltd.,HARSHA,Engineering - Industrial Equipments,4811.68,2,2024-03,172.42,4862.49,2024-06,1387.5,122.9,2024-06,39.15,,3.97,2,2023-03,0.17,15.53,17.07,"HARSHA,"
Exicom Tele-Systems Ltd.,EXICOM,Electric Equipment,4780.42,2,2024-03,30.11,4450.16,2024-03,1019.6,63.92,2024-03,74.79,,6.46,2,2023-03,0.51,13.68,15.15,"EXICOM,"
Ujaas Energy Ltd.,UEL,Electric Equipment,4614.83,1,2024-03,18.51,4628.29,2024-03,26.73,28.96,2024-03,159.37,3.76,51.77,1,2024-03,0.21,41.71,6.79,"UEL,"
Shilchar Technologies Ltd.,531201,Electric Equipment,4614.25,1,2024-03,0,4554.09,2024-06,436.65,99.49,2024-06,46.38,0.72,19.76,1,2024-03,0,55.52,74.64,"531201,"
Dynamatic Technologies Ltd.,DYNAMATECH,Compressors / Pumps,4608.67,2,2024-03,458.16,5005.42,2024-06,1413.1,91.84,2024-06,50.18,3,6.79,2,2024-03,0.69,20.14,17.52,"DYNAMATECH,"
Pitti Engineering Ltd.,PITTIENG,Engineering,4582.05,2,2024-03,536.69,5009.29,2024-03,1201.6,90.19,2024-03,50.8,,5.9,2,2023-03,0.87,19.04,20.22,"PITTIENG,"
Skipper Ltd.,SKIPPER,Engineering - Industrial Equipments,4533.3,2,2024-03,577.26,4975.67,2024-06,3819.21,92.25,2024-06,46.34,,4.87,2,2023-03,0.63,4.74,12.14,"SKIPPER,"
WPIL Ltd.,505872,Compressors / Pumps,4382.98,2,2024-03,206.52,3960.82,2024-06,1732.67,195.15,2024-06,9.09,0.3,3.4,2,2024-03,0.17,18.78,24.25,"505872,"
JNK India Ltd.,JNKINDIA,Engineering - Industrial Equipments,4068.95,2,2024-03,54.78,4094.59,2024-03,480.24,62.65,2024-03,64.95,,4.83,2,2023-03,0.29,48.99,57.17,"JNKINDIA,"
HPL Electric & Power Ltd.,HPL,Electric Equipment,3878.61,2,2024-03,623.01,4442.69,2024-06,1533.02,53.72,2024-06,72.28,37.47,4.59,2,2023-03,0.75,3.88,8.88,"HPL,"
Marine Electricals (India) Ltd.,MARINE,Engineering - Industrial Equipments,3804.18,2,2024-03,95.47,3876.46,2024-03,622.12,25.62,2024-03,146.89,96.7,15.17,2,2023-03,0.32,8.88,14.49,"MARINE,"
The Anup Engineering Ltd.,ANUP,Engineering - Industrial Equipments,3763.59,2,2023-09,44.83,3792.18,2023-09,523.66,73.63,2023-09,51.12,,7.55,2,2023-03,0.08,12.41,16.77,"ANUP,"
Honda India Power Products Ltd.,HONDAPOWER,Electric Equipment,3739.75,1,2024-03,0,3198.95,2024-06,923.28,91.46,2024-06,40.89,4.6,4.52,1,2024-03,0,11.91,16.05,"HONDAPOWER,"
Sanghvi Movers Ltd.,SANGHVIMOV,Engineering - Industrial Equipments,3716.49,2,2023-09,335.75,4019.41,2023-12,579.92,174.19,2023-12,21.34,,3.7,2,2023-03,0.22,14.22,17.2,"SANGHVIMOV,"
Rajoo Engineers Ltd.,522257,Engineering - Industrial Equipments,3428.88,2,2024-03,1.31,3397.68,2024-06,217.08,22.59,2024-06,142.79,,24.82,2,2023-03,0.01,11.06,14.59,"522257,"
Jash Engineering Ltd.,JASH,Engineering - Industrial Equipments,2970.42,2,2024-03,71.98,2946.83,2024-06,566,70.39,2024-06,42.05,0.24,8.45,2,2023-03,0.32,24.55,23.04,"JASH,"
Salasar Techno Engineering Ltd.,SALASAR,Engineering - Industrial Equipments,2954.5,2,2024-03,348.72,3273.89,2024-03,1208.43,52.94,2024-03,55.82,8.2,4.45,2,2023-03,0.68,11.8,14.23,"SALASAR,"
Ideaforge Technology Ltd.,IDEAFORGE,Engineering - Industrial Equipments,2926.55,2,2024-03,0,2652.8,2024-06,303.12,27.2,2024-06,107.6,,4.48,2,2024-03,0,9.58,12.27,"IDEAFORGE,"
Thejo Engineering Ltd.,THEJO,Engineering,2886.06,2,2024-03,14.2,2832.08,2024-06,555.25,55.49,2024-06,54.91,1.66,11.17,2,2024-03,0.06,26.81,34.85,"THEJO,"
HLE Glascoat Ltd.,HLEGLAS,Engineering - Industrial Equipments,2793.42,2,2024-03,362.47,3110.42,2024-06,997.69,37.02,2024-06,105.93,,6.62,2,2023-03,0.76,24.49,24.22,"HLEGLAS,"
Servotech Power Systems Ltd.,SERVOTECH,Electric Equipment,2784.65,2,2024-03,72.76,2790.98,2024-06,386.31,12.18,2024-06,229.51,,22.03,2,2023-03,0.52,17.37,17.72,"SERVOTECH,"
Spectrum Electrical Industries Ltd.,SPECTRUM,Electric Equipment,2784.14,1,2024-03,88.18,2872.31,2024-03,328.45,19.45,2024-03,143.11,,16.44,2,2023-03,1.08,9.63,10.83,"SPECTRUM,"
Disa India Ltd.,500068,Engineering - Industrial Equipments,2733.62,2,2024-03,0,2501.82,2024-06,333.79,42.41,2024-06,64.46,6.65,10.47,2,2024-03,0,18.43,25.1,"500068,"
KP Green Engineering Ltd.,544150,Engineering,2617.75,1,2024-03,36.61,2654.36,2024-03,349.05,35.39,2024-03,73.97,,10.47,2,2023-03,0.54,46.5,44.53,"544150,"
TIL Ltd.,505196,Construction Vehicles,2600.81,2,2024-03,157.24,2747.73,2024-03,66.91,253.9,2024-03,10.24,,32.24,2,2023-03,-1.37,0,-37.5,"505196,"
Dee Development Engineers Ltd,DEEDEV,Engineering - Industrial Equipments,2537.74,2,2024-03,438.35,2940.91,2024-03,788.76,26.21,2024-03,96.84,,2.93,2,2023-03,0.83,3.1,7.43,"DEEDEV,"
John Cockerill India Ltd,500147,Engineering - Industrial Equipments,2301.09,1,2024-06,,2223.61,2024-06,685.82,20.89,2024-06,110.14,,10.87,1,2023-12,0,10.72,14.07,"500147,"
IFGL Refractories Ltd.,IFGLEXPOR,Refractories,2155.51,2,2024-03,162.97,2246.87,2024-06,1630.18,76.71,2024-06,28.1,2.78,1.97,2,2024-03,0.15,7.86,9.12,"IFGLEXPOR,"
Uniparts India Ltd.,UNIPARTS,Engineering - Industrial Equipments,2150.85,2,2024-03,61.92,2193.73,2024-06,1103.95,112.47,2024-06,19.12,0.62,2.41,2,2023-03,0.02,27.12,33.03,"UNIPARTS,"
Advait Infratech Ltd.,543230,Engineering - Industrial Equipments,2075.93,2,2024-03,55.27,2088.22,2024-06,241.1,25.78,2024-06,80.21,15.91,13.33,2,2023-03,0.34,19.86,27.08,"543230,"
Alpex Solar Ltd.,ALPEXSOLAR,Electric Equipment,2075.83,1,2024-03,35.73,2111.57,2024-03,404.43,29.05,2024-03,71.45,,16.5,2,2023-03,1.14,9.57,13.9,"ALPEXSOLAR,"
Aeroflex Industries Ltd.,AEROFLEX,Engineering - Industrial Equipments,2000.59,2,2024-03,0.12,1894.98,2024-06,324.72,43.05,2024-06,46.47,,6.55,2,2024-03,0,20.51,26.5,"AEROFLEX,"
Indo Tech Transformers Ltd.,INDOTECH,Electric Equipment,1999.37,1,2024-03,5,1946.83,2024-06,492.54,49.23,2024-06,40.61,0.74,8.96,1,2023-03,0.07,16.27,20.84,"INDOTECH,"
Divgi Torqtransfer Systems Ltd.,DIVGIITTS,Engineering,1980.24,1,2024-03,0.35,1716.29,2024-06,251.09,35.26,2024-06,56.16,,3.38,1,2024-03,0,7.02,9.56,"DIVGIITTS,"
Walchandnagar Industries Ltd.,WALCHANNAG,Engineering - Industrial Equipments,1979.14,1,2024-03,240.53,2108.96,2024-06,314.33,-32.13,2024-06,0,,6.34,1,2024-03,0.77,-14.57,1.34,"WALCHANNAG,"
Igarashi Motors India Ltd.,IGARASHI,Electric Equipment,1970.81,1,2024-03,112.19,2078.44,2024-06,778.87,16.31,2024-06,120.86,,4.33,1,2024-03,0.25,2.16,4.98,"IGARASHI,"
Roto Pumps Ltd.,ROTO,Compressors / Pumps,1871.11,2,2024-03,35.78,1875.29,2024-06,277.62,37.5,2024-06,50.37,1.63,9.33,2,2023-03,0.24,22.36,28.47,"ROTO,"
MIC Electronics Ltd.,MICEL,Electric Equipment,1867.6,1,2024-03,11.6,1871.46,2024-06,58.27,62.57,2024-06,29.85,2,12.01,2,2023-03,3.57,5.4,1.42,"MICEL,"
Hercules Hoists Ltd.,HERCULES,Engineering - Industrial Equipments,1867.2,2,2024-03,0,1854.62,2024-06,176.62,37.09,2024-06,50.35,,1.96,2,2024-03,0,4.35,5.7,"HERCULES,"
Kilburn Engineering Ltd.,522101,Engineering - Industrial Equipments,1845.73,1,2024-03,72.89,1892.46,2024-06,290.34,43.28,2024-06,42.64,0.77,7.94,1,2023-03,0.61,34.32,29.39,"522101,"
Salzer Electronics Ltd.,SALZERELEC,Electric Equipment,1779.59,2,2024-03,307.87,2075.39,2024-06,1234.54,51.65,2024-06,35.38,,3.58,2,2023-03,0.7,10.58,12.55,"SALZERELEC,"
Ador Welding Ltd.,ADORWELD,Electrodes & Welding Equipment,1771.61,1,2024-03,42.51,1811.38,2024-06,923.96,67.09,2024-06,26.41,1.23,4.69,1,2024-03,0.12,18.43,24.43,"ADORWELD,"
Everest Kanto Cylinder Ltd.,EKC,Engineering - Industrial Equipments,1771.2,2,2024-03,41.29,1720.66,2024-03,1222.96,97.6,2024-03,17.85,2.39,1.61,2,2024-03,0.04,9.3,11.47,"EKC,"
Eimco Elecon (India) Ltd.,EIMCOELECO,Engineering - Industrial Equipments,1697.58,2,2024-03,0,1689.56,2024-03,227.45,38.53,2024-03,44.04,4.11,4.4,2,2024-03,0,10.46,13.31,"EIMCOELECO,"
Yuken India Ltd.,YUKEN,Engineering - Industrial Equipments,1626.49,2,2024-03,76.93,1692.64,2024-06,437.64,22.57,2024-06,71.51,2.39,5.71,2,2024-03,0.28,7.85,10.52,"YUKEN,"
Forbes Precision Tools And Machine Parts Ltd.,544186,Engineering - Industrial Equipments,1568.47,1,2024-03,5.42,1557.94,2024-03,228.5,29.71,2024-03,52.79,,11,1,2024-03,0.04,43.12,57.24,"544186,"
Solex Energy Ltd.,SOLEX,Electric Equipment,1551.93,1,2024-03,96.16,1648.09,2024-03,365.92,8.73,2024-03,177.71,,14.04,1,2023-03,1.75,7.46,11.98,"SOLEX,"
Macpower CNC Machines Ltd.,MACPOWER,Engineering - Industrial Equipments,1535.29,1,2024-03,,1522.43,2024-03,241.04,24.23,2024-03,63.31,4.93,12.89,1,2023-03,0,14.22,19.37,"MACPOWER,"
Rishabh Instruments Ltd.,RISHABH,Electric Equipment,1416.58,2,2024-03,54.84,1316.7,2024-06,686.62,35.06,2024-06,40.07,,2.5,2,2023-03,0.26,14.01,14.1,"RISHABH,"
Hind Rectifiers Ltd.,HIRECT,Electric Equipment,1382.25,1,2024-03,128.93,1509.63,2024-06,555.5,17.54,2024-06,78.8,6.88,10.56,1,2024-03,1.04,10.65,13.23,"HIRECT,"
Kirloskar Electric Company Ltd.,KECL,Electric Equipment,1381.41,2,2024-03,126.48,1478.65,2024-06,573.25,14.18,2024-06,97.42,5.21,-5.31,2,2023-03,-0.53,0,0,"KECL,"
Kabra Extrusiontechnik Ltd.,KABRAEXTRU,Engineering - Industrial Equipments,1343.83,2,2024-03,85.57,1384.73,2024-06,562.43,28.2,2024-06,44.72,6.61,2.96,2,2024-03,0.19,8.1,10.88,"KABRAEXTRU,"
Marsons Ltd.,517467,Electric Equipment,1249.62,1,2024-03,9.01,1258.37,2024-03,6.46,0.63,2024-03,0,0,13.23,1,2023-03,4.81,235.88,32.19,"517467,"
Sika Interplant Systems Ltd.,523606,Engineering - Industrial Equipments,1218.86,2,2024-06,,1195.41,2024-06,111.84,21.05,2024-06,57.83,1.33,11.25,2,2023-03,0,10.76,15.51,"523606,"
Zodiac Energy Ltd.,ZODIAC,Engineering - Industrial Equipments,1201.28,1,2024-03,38.12,1229.19,2024-03,220.06,10.94,2024-03,109.49,11.14,25.24,1,2023-03,1.25,9.25,11.54,"ZODIAC,"
Ganesh Green Bharat Ltd.,GGBL,Electric Equipment,1150.52,1,2024-03,53.7,1203.6,,,,2021-03,159.93,,46.39,2,2024-03,0.94,47.2,38.87,"GGBL,"
Vilas Transcore Ltd.,VILAS,Electric Equipment,1133.18,1,2024-03,0.05,1133.23,2024-03,309.74,23.08,2024-03,49.11,2.51,4.91,1,2023-03,0.04,18.28,25.48,"VILAS,"
Windsor Machines Ltd.,WINDMACHIN,Engineering - Industrial Equipments,1120.72,2,2024-03,35.54,1153.28,2024-03,354.71,-7.72,2024-03,0,,4.2,2,2023-03,0.13,1.64,6.99,"WINDMACHIN,"
Algoquant Fintech Ltd.,505725,Engineering - Industrial Equipments,1028.45,1,2024-03,20.73,1046.94,2024-03,64.17,9.8,2024-03,104.9,,23.24,1,2023-03,0.89,-8.64,-9.96,"505725,"
Bajaj Steel Industries Ltd.,507944,Engineering - Industrial Equipments,1016.26,2,2024-03,56.23,983.38,2024-06,593.96,84.74,2024-06,11.99,0.3,2.77,2,2023-03,0.13,28.1,35.26,"507944,"
Emkay Taps And Cutting Tools Ltd.,EMKAYTOOLS,Engineering - Industrial Equipments,1013.77,1,2024-03,6.48,1016.5,2024-03,103.45,71.9,2024-03,14.1,,3.39,2,2024-03,0.02,27.4,33.65,"EMKAYTOOLS,"
W.S. Industries (India) Ltd.,WSI,Electric Equipment,966.3,2,2024-03,70.78,998.49,2024-03,326.38,46.95,2024-03,20.58,,7.55,2,2023-03,1.6,0,9.77,"WSI,"
Alliance Integrated Metaliks Ltd.,534064,Engineering - Industrial Equipments,964.47,1,2024-03,258.18,1216.18,2024-06,77.11,72.84,2024-06,13.24,,-4.53,1,2023-03,-1.47,0,57.59,"534064,"
Integra Engineering India Ltd.,505358,Engineering - Industrial Equipments,918.07,2,2024-03,24.69,934.48,2024-06,143.93,13.28,2024-06,69.14,12.6,11.53,2,2024-03,0.32,20.93,24.27,"505358,"
Axtel Industries Ltd.,523850,Engineering - Industrial Equipments,905.31,1,2024-03,0,880.7,2024-06,220.12,30.92,2024-06,29.28,1.64,7.73,1,2024-03,0,30.73,42.53,"523850,"
Permanent Magnets Ltd.,504132,Electric Equipment,881.34,2,2024-03,13.43,854.45,2024-06,212.16,18.46,2024-06,47.74,,6.54,2,2024-03,0.1,14.78,20.87,"504132,"
Mallcom (India) Ltd,MALLCOM,Engineering - Industrial Equipments,845.27,2,2024-03,92.69,905.5,2024-06,428.64,36.32,2024-06,23.27,0.68,3.44,2,2023-03,0.45,19.9,20.71,"MALLCOM,"
RMC Switchgears Ltd.,540358,Electric Equipment,830.85,1,2024-03,49.93,880.78,2024-03,172.63,14.89,2024-03,55.81,1.55,13.76,1,2023-03,1.02,31.92,29.6,"540358,"
De Nora India Ltd.,DENORA,Electrodes & Welding Equipment,817,1,2024-03,,809.06,2024-06,77.41,21.37,2024-06,38.24,0.59,6.67,1,2023-03,0,22.09,29.68,"DENORA,"
