Sector: Crude Oil,
Date: 13-Aug-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Kothari Petrochemicals Ltd.,KOTHARIPET,Petrochemicals,1030.22,1,2024-03,0,1018.52,2024-06,599.28,67.49,2024-06,15.27,0.39,3.88,1,2024-03,0,29.13,41.76,"KOTHARIPET,"
Vikas Lifecare Ltd.,VIKASLIFE,Petrochemicals,909.74,2,2024-03,34.49,944.23,2024-06,438.94,-0.66,2024-06,0,,1.65,2,2023-03,0.09,-5.85,-6.53,"VIKASLIFE,"
Tamilnadu Petroproducts Ltd.,TNPETRO,Petrochemicals,834.04,2,2024-03,3.34,415.21,2024-06,1679.49,49.69,2024-06,16.78,1.02,0.95,2,2023-03,0.08,11.97,15.62,"TNPETRO,"
Deep Energy Resources Ltd.,DEEPENR,Oil Exploration,587.84,1,2024-03,,587.69,2024-03,0,1.36,2024-03,430.97,,1.52,2,2023-03,0.09,0.53,0.8,"DEEPENR,"
Aban Offshore Ltd.,ABAN,Oil Exploration,413.75,2,2024-03,15307.87,15678.12,2024-06,423.53,-1220.72,2024-06,0,0,-0.02,2,2024-03,-0.64,0,0,"ABAN,"
Multibase India Ltd.,526169,Petrochemicals,343.39,1,2024-03,,232.68,2024-06,65.89,12.64,2024-06,27.17,,2.48,1,2023-03,0,8.04,10.87,"526169,"
Aakash Exploration Services Ltd.,AAKASH,Oil Exploration,132.54,1,2024-03,18.11,150.65,2024-06,99.94,6.36,2024-06,20.82,1.47,2.22,1,2023-03,0.46,9.07,11.14,"AAKASH,"
Gujarat Natural Resources Ltd.,513536,Oil Exploration,121.82,2,2024-03,40.74,162.56,2024-03,27.4,-3.88,2024-03,0,,1.12,2,2023-03,0.34,-5.7,-2.25,"513536,"
SVC Industries Ltd.,524488,Petrochemicals,79.59,1,2024-03,175.39,254.98,2024-06,0.48,-1.03,2024-06,0,,0.29,1,2023-03,0.64,-0.91,-0.56,"524488,"
Greenhitech Ventures Ltd.,544163,Petrochemicals,55.77,1,,,55.77,2024-03,8.32,1.18,2024-03,47.14,,,1,-0,,,,"544163,"
Continental Petroleums Ltd.,523232,Refineries,45.76,1,2024-03,6.73,50.51,2024-06,77.76,3.69,2024-06,12.39,0.38,1.8,1,2023-03,0.55,20.33,22,"523232,"
Hindustan Fluorocarbons Ltd.,524013,Petrochemicals,40.49,1,2024-03,123.64,136.85,2024-06,0,1.32,2024-06,30.68,,-0.36,1,2023-03,-1.09,0,-36.15,"524013,"
Duke Offshore Ltd.,531471,Oil Exploration,23.9,1,2024-03,0.17,24.07,2024-03,4.14,0.37,2024-03,19.28,,3.88,1,2023-03,0.06,-7.47,-19.3,"531471,"
