Sector: Media & Entertainment,
Date: 13-Aug-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Shemaroo Entertainment Ltd.,SHEMAROO,"Film Production, Distribution & Entertainment",407.66,2,2024-03,338.1,745.52,2024-06,708.09,-55.95,2024-06,0,,0.76,2,2024-03,0.61,-7,-0.1,"SHEMAROO,"
DJ Mediaprint & Logistics Ltd.,DJML,Printing And Publishing,365.93,1,2024-03,15.46,380.94,2024-03,57.04,5.04,2024-03,72.61,1.92,6.63,1,2024-03,0.46,16.22,19.8,"DJML,"
NDL Ventures Ltd.,NDLVENTURE,TV Broadcasting & Software Production,329.98,1,2024-03,,329.98,2024-06,0,1.32,2024-06,250.75,,5.24,1,2023-03,0,0.1,0.04,"NDLVENTURE,"
Crayons Advertising Ltd.,CRAYONS,Advertising & Media,311.48,1,2024-03,4.87,316.35,2024-03,201.55,16.9,2024-03,18.43,0.13,3,1,2023-03,0.21,36.44,41.95,"CRAYONS,"
Madhuveer Com 18 Network Ltd.,531910,"Film Production, Distribution & Entertainment",306.99,2,2024-03,6.57,313.56,2024-03,4.85,2.34,2024-03,131.36,,9.22,2,2023-03,0,0.16,0.27,"531910,"
Raj Television Network Ltd.,RAJTV,TV Broadcasting & Software Production,290.14,1,2024-03,19.27,309.41,2024-03,106.46,0.81,2024-03,359.53,15.6,2.89,1,2023-03,0.25,1.14,4.01,"RAJTV,"
Digikore Studios Ltd.,DIGIKORE,"Film Production, Distribution & Entertainment",281.75,1,2024-03,8.72,290.46,2024-03,44.96,9.54,2024-03,29.52,,6.27,2,2023-03,1.12,111.81,72.13,"DIGIKORE,"
E Factor Experiences Ltd.,EFACTOR,TV Broadcasting & Software Production,261.76,1,2024-03,3.77,239.35,2024-03,142.13,14.95,2024-03,17.51,,4.68,2,2024-03,0.07,49.6,58.73,"EFACTOR,"
Maagh Advertising And Marketing Services Ltd.,543624,Advertising & Media,243.69,1,2024-03,,243.69,2024-03,25.36,1.29,2024-03,189.35,,2.96,2,2023-03,0,6.03,8.4,"543624,"
Channel Nine Entertainment Ltd.,535142,"Film Production, Distribution & Entertainment",242.44,1,2023-03,0.01,242.45,2023-03,0,0.18,2023-03,0,,7.86,1,2021-03,0,-0.08,-0.48,"535142,"
Diksat Transworld Ltd.,540151,TV Broadcasting & Software Production,236.83,1,2024-03,6.25,241.22,2024-03,18.92,1.06,2024-03,224.48,16.05,9.43,2,2024-03,0.26,4.48,3.43,"540151,"
Tips Films Ltd.,TIPSFILMS,"Film Production, Distribution & Entertainment",232.23,1,2024-03,0,222.86,2024-06,89.37,-3.84,2024-06,0,0,2.76,1,2024-03,0,1.19,0.96,"TIPSFILMS,"
Maxposure Ltd.,MAXPOSURE,Advertising & Media,224.57,1,2024-03,1.48,226.05,2024-03,42.81,7.71,2024-03,29.12,,3.48,1,2023-03,0.11,15.28,21.33,"MAXPOSURE,"
City Pulse Multiplex Ltd.,542727,"Film Production, Distribution & Entertainment",204.06,1,2024-03,2.47,206.53,2024-03,1.15,0.15,2024-03,0,,40.26,1,2023-03,0.43,-14.93,-10.6,"542727,"
Digicontent Ltd.,DGCONTENT,Printing And Publishing,197.95,2,2024-03,88.5,286.45,2024-06,428.66,5.44,2024-06,36.39,,375.5,2,2023-03,-12.61,0,4.59,"DGCONTENT,"
Galaxy Cloud Kitchens Ltd.,506186,"Film Production, Distribution & Entertainment",181.19,1,2024-03,17.37,198.56,2024-06,7.15,-10.09,2024-06,0,0,-9.71,1,2023-03,-1.01,0,-456.66,"506186,"
Eros International Media Ltd.,EROSMEDIA,"Film Production, Distribution & Entertainment",178.78,1,2023-09,174.88,353.66,2023-12,429.37,-152.71,2023-12,0,,-3.54,2,2023-03,0.18,-11.53,-3.68,"EROSMEDIA,"
B.A.G. Films and Media Ltd.,BAGFILMS,"Film Production, Distribution & Entertainment",175.95,2,2024-03,107.86,273.7,2024-06,135.45,8.99,2024-06,29.36,9.3,1.16,2,2024-03,0.71,4.63,7.03,"BAGFILMS,"
Mukta Arts Ltd.,MUKTAARTS,"Film Production, Distribution & Entertainment",172.78,2,2024-03,72.27,234,2024-06,192.89,-9.68,2024-06,0,,-5.07,2,2023-03,-3.47,0,-5.36,"MUKTAARTS,"
Chetana Education Ltd.,CHETANA,Printing And Publishing,167.89,1,2024-03,51.29,215.48,,,,-0,,,2.36,1,2024-03,2.03,47.67,26.96,"CHETANA,"
GV Films Ltd.,523277,"Film Production, Distribution & Entertainment",167.82,2,2024-03,15.54,183.36,2024-03,0.58,-0.43,2024-03,0,0,1.45,2,2023-03,0.74,-4.8,-0.35,"523277,"
Baweja Studios Ltd.,BAWEJA,"Film Production, Distribution & Entertainment",165.2,1,2024-03,3.59,168.79,2024-03,64.3,8.22,2024-03,20.09,,1.43,1,2023-03,0.07,58.8,71.71,"BAWEJA,"
Bodhi Tree Multimedia Ltd.,BTML,TV Broadcasting & Software Production,155.33,2,2024-03,5.03,160.35,2024-03,64,3.58,2024-03,45.79,,5.7,2,2023-03,0.2,19.17,23.32,"BTML,"
Cinerad Communications Ltd.,530457,"Film Production, Distribution & Entertainment",138.21,1,2024-03,,138.21,2024-06,0.03,-1,2024-06,0,0,9.85,1,2023-03,0,-8.54,-8.16,"530457,"
Picturepost Studios Ltd.,PPSL,TV Broadcasting & Software Production,101.67,1,2024-03,5.56,107.19,,,,-0,,,3.95,1,2024-03,0.79,41.73,31.67,"PPSL,"
Pritish Nandy Communications Ltd.,PNC,"Film Production, Distribution & Entertainment",99.82,2,2024-03,1.13,97.08,2024-06,72.34,3.17,2024-06,31.46,,1.33,2,2023-03,0.02,-5.28,-5,"PNC,"
Sambhaav Media Ltd.,SAMBHAAV,Printing And Publishing,99.76,2,2024-03,7.58,106.66,2024-06,42.45,3.05,2024-06,43.15,,1.2,2,2024-03,0.09,1.69,3.77,"SAMBHAAV,"
Diligent Media Corporation Ltd.,DNAMEDIA,Printing And Publishing,98.29,1,2024-03,436.27,534.55,2024-03,9.7,136.82,2024-03,0.72,0.07,-0.38,1,2023-03,-1.11,0,0,"DNAMEDIA,"
Cinevista Ltd.,CINEVISTA,"Film Production, Distribution & Entertainment",95.69,2,2024-03,15.95,109.93,2024-03,0.44,-7.5,2024-03,0,,-7.97,2,2023-03,-5.56,-294.94,-73,"CINEVISTA,"
Siti Networks Ltd.,SITINET,TV Broadcasting & Software Production,81.97,1,2023-09,759.68,841.65,2023-12,449.72,-320.83,2023-12,0,,-0.07,2,2023-03,-1.18,0,-63.6,"SITINET,"
Thinkink Picturez Ltd.,539310,"Film Production, Distribution & Entertainment",80.88,1,2024-03,0.66,81.55,2024-03,9.79,2.51,2024-03,32.21,0.59,0.79,1,2023-03,0.01,12.59,10.69,"539310,"
Landmarc Leisure Corporation Ltd.,532275,TV Broadcasting & Software Production,72.8,1,2024-03,12.32,85.11,2024-03,0.5,-0.75,2024-03,0,,2.88,1,2023-03,0.45,-12.62,-9.09,"532275,"
Vels Film International Ltd.,VELS,"Film Production, Distribution & Entertainment",72.41,1,2024-03,72.29,144.7,2024-03,10.75,-13.43,2024-03,0,,1.2,2,2023-03,2.02,1.44,6.23,"VELS,"
DSJ Keep Learning Ltd.,526677,Printing And Publishing,70.85,1,2024-03,3,73.83,2024-03,6.32,0.32,2024-03,220.03,10.62,9.13,1,2023-03,19.24,0,22.61,"526677,"
Baba Arts Ltd.,532380,"Film Production, Distribution & Entertainment",66.99,1,2024-03,0,49.44,2024-03,11.46,1.97,2024-03,33.93,4.69,2.64,1,2024-03,0,8.1,11.19,"532380,"
Shalimar Productions Ltd.,512499,"Film Production, Distribution & Entertainment",64.97,1,2024-03,0.85,65.61,2024-06,3.11,0.27,2024-06,237.1,29.56,0.64,1,2023-03,0,0.07,0.1,"512499,"
Mediaone Global Entertainment Ltd.,503685,"Film Production, Distribution & Entertainment",60.34,1,2024-03,34.63,94.97,2024-03,19.82,3.74,2024-03,16.12,0.81,-1.73,1,2023-03,-0.85,0,0,"503685,"
Inland Printers Ltd.,530787,Printing And Publishing,56.85,1,2024-06,0.96,57.81,2024-06,0,-0.3,2024-06,0,,28.79,1,2023-03,0.25,-9.04,-6.89,"530787,"
Next Mediaworks Ltd.,NEXTMEDIA,Printing And Publishing,54.65,2,2024-03,196.16,243.03,2024-06,38.73,-39.37,2024-06,0,,-0.49,2,2023-03,-2.13,0,-7.05,"NEXTMEDIA,"
Innokaiz India Ltd.,543905,Advertising & Media,51.02,1,2024-03,18.69,69.71,2024-03,77.63,2.1,2024-03,24.28,,1.08,1,2022-03,0.07,54.71,69.18,"543905,"
Picturehouse Media Ltd.,532355,"Film Production, Distribution & Entertainment",46.5,2,2024-03,250.43,296.93,2024-06,0.05,-0.83,2024-06,0,0,-0.64,2,2023-03,-1.2,0,0,"532355,"
Inspire Films Ltd.,INSPIRE,TV Broadcasting & Software Production,45.25,1,2024-03,6.65,51.9,2024-03,30.37,2.57,2024-03,17.61,,1.02,1,2023-03,0.69,38.24,38.08,"INSPIRE,"
Cyber Media (India) Ltd.,CYBERMEDIA,Printing And Publishing,41.02,2,2024-03,10.4,47.02,2024-06,100.69,2.65,2024-06,15.44,0.64,-8.62,2,2024-03,-2.25,0,111.1,"CYBERMEDIA,"
Cyber Media Research & Services Ltd.,CMRSL,Printing And Publishing,40.63,2,2024-03,8.6,45.05,2024-06,87.34,3.64,2024-06,11.17,0.14,2.52,2,2024-03,0.55,25.55,26.68,"CMRSL,"
JMD Ventures Ltd.,511092,"Film Production, Distribution & Entertainment",40.49,1,2024-03,,40.4,2024-06,7.35,1.72,2024-06,23.49,0.79,1.08,1,2023-03,0,7.41,8.85,"511092,"
Orient Tradelink Ltd.,531512,"Film Production, Distribution & Entertainment",40.16,1,2024-03,3.3,43.46,2024-03,9.07,-0.22,2024-03,226.87,11.83,1.61,1,2023-03,0.27,7.92,8.65,"531512,"
Veritaas Advertising Ltd.,VERITAAS,Advertising & Media,36.77,1,2024-03,2.17,38.94,2024-03,10.35,1.7,2024-03,21.65,,2.96,1,2023-03,1.5,64.87,47.06,"VERITAAS,"
Sadhna Broadcast Ltd.,540821,TV Broadcasting & Software Production,36.6,1,2024-03,2.49,39.09,2024-06,14.24,0.43,2024-06,86.11,,2.42,1,2023-03,0.23,-0.82,1.32,"540821,"
TV Vision Ltd.,540083,TV Broadcasting & Software Production,34.37,2,2024-03,113.07,146.45,2024-06,63.41,-26.78,2024-03,0,0,-0.29,2,2024-03,-0.97,0,-532.74,"540083,"
Infomedia Press Ltd.,INFOMEDIA,Printing And Publishing,32.38,1,2024-03,36.81,68.6,2024-06,0,-2.83,2024-06,0,0,-0.6,1,2023-03,-0.7,0,0,"INFOMEDIA,"
VR Films & Studios Ltd.,542654,"Film Production, Distribution & Entertainment",28.54,1,2024-03,8.3,32.92,2024-03,12.4,-0.61,2024-03,0,,2.48,1,2023-03,0.7,6.94,8.7,"542654,"
Colorchips New Media Ltd.,540023,TV Broadcasting & Software Production,27.3,1,2024-03,,27.3,2024-06,0.5,-9.51,2024-06,0,,1.33,2,2023-03,0,-1.62,-0.03,"540023,"
Interworld Digital Ltd.,532072,"Film Production, Distribution & Entertainment",25.35,1,2024-03,1.4,26.75,2024-03,0.06,-0.2,2024-03,0,0,0.3,1,2023-03,0.01,-0.22,-0.22,"532072,"
Sungold Media And Entertainment Ltd.,541799,"Film Production, Distribution & Entertainment",24.31,1,2024-03,0,23.93,2024-03,0.84,0.03,2024-03,935,48.76,2.1,1,2024-03,0,0.23,0.31,"541799,"
Antarctica Ltd.,ANTGRAPHIC,Printing And Publishing,23.1,1,2024-03,2.84,25.63,2024-03,0.84,-0.43,2024-03,0,,0.4,1,2022-03,0.23,0.12,0.09,"ANTGRAPHIC,"
Silly Monks Entertainment Ltd.,SILLYMONKS,"Film Production, Distribution & Entertainment",22.18,2,2024-03,,22.18,2024-06,22.27,0.26,2024-06,84.98,,3.01,2,2023-03,0,-48.27,-57.2,"SILLYMONKS,"
WinPro Industries Ltd.,531337,"Film Production, Distribution & Entertainment",20.99,1,2024-03,0.34,21.33,2024-03,0,-0.28,2024-03,0,,1.06,1,2023-03,0.02,-1.02,-0.61,"531337,"
Madhya Pradesh Today Media Ltd.,MPTODAY,Printing And Publishing,20.1,1,2024-03,1.92,22.02,2024-03,21.56,2.53,2024-03,7.95,,0.49,1,2023-03,0.1,6.48,9.66,"MPTODAY,"
Brandbucket Media & Technology Ltd.,543439,TV Broadcasting & Software Production,19.29,1,2024-03,,19.29,2024-03,31.33,0.69,2024-03,28,,0.25,1,2023-03,0,1.2,1.58,"543439,"
Unistar Multimedia Ltd.,532035,"Film Production, Distribution & Entertainment",16.93,1,2023-09,1.18,18.11,2023-12,39.92,2.98,2023-12,5.68,0.07,0.17,1,2022-03,0,10.37,11.84,"532035,"
Hathway Bhawani Cabletel & Datacom Ltd.,509073,TV Broadcasting & Software Production,16.2,2,2024-03,0,16.08,2024-06,2.6,-0.04,2024-06,0,,9.66,2,2024-03,0,-2.42,-2.26,"509073,"
DAPS Advertising Ltd.,543651,Advertising & Media,16.04,1,2024-03,0.18,16.22,2024-03,20.36,1.09,2024-03,14.75,0.92,1.08,1,2023-03,0.02,17.12,22.77,"543651,"
Esha Media Research Ltd.,531259,TV Broadcasting & Software Production,15.04,1,2024-03,7.82,22.85,2024-06,1.24,0.28,2024-06,54.09,3.79,-2.16,1,2023-03,-1.08,0,-28.95,"531259,"
Perfect-Octave Media Projects Ltd.,521062,TV Broadcasting & Software Production,13.46,1,2024-03,3.2,16.67,2024-03,1.52,0.08,2024-03,59.57,2.73,1.6,1,2023-03,0.41,5.17,4.57,"521062,"
Sharpline Broadcast Ltd.,543341,TV Broadcasting & Software Production,12.55,1,2024-03,10.28,22.82,2024-03,31.49,1.54,2024-03,8.16,,0.57,1,2023-03,1.65,-3.42,1.34,"543341,"
Radaan Mediaworks India Ltd.,RADAAN,"Film Production, Distribution & Entertainment",12.02,2,2024-03,33.89,45.91,2024-03,21.33,-0.45,2024-03,0,,-0.98,2,2023-03,-2.88,0,3.42,"RADAAN,"
Creative Eye Ltd.,532392,TV Broadcasting & Software Production,11.73,1,2024-03,6.38,8.59,2024-03,0.47,-2.59,2024-03,0,0,0.57,1,2023-03,0.25,-1.63,1.14,"532392,"
Raconteur Global Resources Ltd.,541703,"Film Production, Distribution & Entertainment",11.73,1,2024-03,0.01,11.73,2024-03,0,1.12,2024-03,10.55,0.18,0.64,1,2024-03,0,10.74,2.01,"541703,"
Encash Entertainment Ltd.,538684,"Film Production, Distribution & Entertainment",11.3,1,2024-03,,11.3,2024-03,0.17,-0.34,2023-03,0,,1.28,1,2023-03,0,-2.22,-2.18,"538684,"
Sea TV Network Ltd.,533268,TV Broadcasting & Software Production,11.2,2,2024-03,25.68,36.88,2024-06,12.48,31.93,2024-06,0.35,0.03,-0.28,2,2023-03,-0.95,0,0,"533268,"
Net Pix Shorts Digital Media Ltd.,543247,"Film Production, Distribution & Entertainment",10.56,1,2024-03,2.04,12.6,2024-03,0.52,0.04,2024-03,277.9,,1.8,1,2023-03,0.09,-0.6,-1.07,"543247,"
Shakti Press Ltd.,526841,Printing And Publishing,10.49,1,2024-03,11.81,22.3,2024-03,11.58,0.48,2024-03,21.95,1.13,0.56,1,2022-03,0.69,3.93,4.21,"526841,"
Filmcity Media Ltd.,531486,"Film Production, Distribution & Entertainment",10.3,1,2024-03,0.01,10.3,2024-03,2.01,0.09,2024-03,113.21,,3.4,1,2023-03,0.01,-11.85,-11.82,"531486,"
SAB Events & Governance Now Media Ltd.,540081,Printing And Publishing,9.7,1,2024-03,1.98,11.67,2024-03,1.77,-1.09,2024-03,0,0,-7.74,1,2023-03,-50.56,-297.2,-12.81,"540081,"
Nouveau Global Ventures Ltd.,531465,"Film Production, Distribution & Entertainment",9.09,1,2024-03,8.13,17.07,2024-06,0,0.41,2024-06,22.23,1.51,1.38,1,2023-03,1.26,-2.92,-0.71,"531465,"
Vision Cinemas Ltd.,526441,"Film Production, Distribution & Entertainment",8.99,2,2024-03,,8.99,2024-03,1.58,-0.11,2024-03,0,0,1.25,2,2023-03,0.08,5.88,1.5,"526441,"
Vision Corporation Ltd.,531668,"Film Production, Distribution & Entertainment",7.67,1,2023-09,0.6,8.19,2023-12,23.01,-1.04,2023-12,0,,0.92,1,2023-03,0.06,0.11,0.19,"531668,"
SDC Techmedia Ltd.,535647,"Film Production, Distribution & Entertainment",7.23,1,2024-03,11.33,18.56,2024-03,10.37,-3,2024-03,0,0,1.5,1,2023-03,2.95,7.1,9.86,"535647,"
Quantum Digital Vision (India) Ltd.,530281,"Film Production, Distribution & Entertainment",6.31,1,2024-03,2.31,8.62,2024-03,0.03,2.86,2024-03,2.21,0.15,-0.79,1,2023-03,-0.46,0,0,"530281,"
Navoday Enterprises Ltd.,543305,Advertising & Media,6.17,1,2024-03,,6.17,2024-03,11.41,0.33,2024-03,18.63,,0.73,1,2023-03,0,1.88,2.54,"543305,"
BGIL Films & Technologies Ltd.,511664,"Film Production, Distribution & Entertainment",6.11,1,2024-03,1.21,7.31,2024-06,0,-0.62,2024-06,0,,0.32,1,2023-03,0.02,-2.24,-2.96,"511664,"
Olympic Cards Ltd.,534190,Printing And Publishing,5.95,1,2024-03,26.61,32.56,2024-03,11.5,-0.89,2024-03,0,,1.02,1,2023-03,5,-47.92,-1.21,"534190,"
52 Weeks Entertainment Ltd.,531925,"Film Production, Distribution & Entertainment",5.76,1,2024-03,3.62,9.37,2024-06,0.28,0.17,2024-06,34.26,,0.36,1,2023-03,0.24,-1.01,-0.82,"531925,"
Ortel Communications Ltd.,ORTEL,TV Broadcasting & Software Production,5.51,1,2021-03,229.82,231.26,2021-06,60.26,-28.81,2021-06,0,,,1,2021-03,-2.96,0,-13.46,"ORTEL,"
Padmalaya Telefilms Ltd.,532350,TV Broadcasting & Software Production,4.78,1,2024-03,0.2,4.98,2024-03,0.04,-0.21,2024-03,0,0,0.29,1,2023-03,0.01,-0.73,-0.73,"532350,"
Encode Packaging India Ltd,530733,Printing And Publishing,4.41,1,2024-03,0.1,4.51,2024-03,4.62,0.12,2024-03,35.25,,1.32,1,2023-03,0.03,-1.37,-1.81,"530733,"
Universal Arts Ltd.,532378,"Film Production, Distribution & Entertainment",4.22,2,2024-03,,4.22,2024-06,1.34,0.48,2024-06,8.9,,0.59,2,2023-03,0,-2.89,-2.88,"532378,"
Purple Entertainment Ltd.,540159,"Film Production, Distribution & Entertainment",4.18,1,2024-03,11.67,7.93,2024-03,0,0.12,2024-03,35.17,99.47,0.43,1,2023-03,1.01,1.76,3.12,"540159,"
