Sector: Hospitality,
Date: 13-Aug-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Apeejay Surrendra Park Hotels Ltd.,PARKHOTELS,"Hotel, Resort & Restaurants",3900.48,2,2024-03,32.33,3871.03,2024-03,578.97,68.77,2024-03,56.7,1.09,3.26,2,2023-03,1.02,9.03,11.34,"PARKHOTELS,"
Delta Corp Ltd.,DELTACORP,Amusement Parks/Recreation/Club,3356.51,2,2024-03,0,3225.24,2024-06,877.79,197.01,2024-06,16.95,83.58,1.34,2,2024-03,0,10.5,14.75,"DELTACORP,"
EIH Associated Hotels Ltd.,EIHAHOTELS,"Hotel, Resort & Restaurants",2843.29,1,2024-03,0,2803.55,2024-06,382.41,77.35,2024-06,36.76,2.24,3.05,1,2024-03,0,18.86,25.49,"EIHAHOTELS,"
Oriental Hotels Ltd.,ORIENTHOT,"Hotel, Resort & Restaurants",2390.55,2,2024-03,168.57,2536.58,2024-06,382.54,42.87,2024-06,58.43,0.88,3.86,2,2024-03,0.27,8.65,11.27,"ORIENTHOT,"
Barbeque-Nation Hospitality Ltd.,BARBEQUE,Restaurants,2206.45,2,2024-03,39.68,2210.15,2024-06,1236.31,-11.47,2024-06,0,0,6.05,2,2024-03,0.11,-2.95,14.49,"BARBEQUE,"
Yatra Online Ltd,YATRA,Travel Services,2074.43,2,2024-03,63.82,1736.1,2024-06,412.95,-6.45,2024-06,0,0,2.78,2,2023-03,0.9,5.64,15.49,"YATRA,"
Taj GVK Hotels & Resorts Ltd.,TAJGVK,"Hotel, Resort & Restaurants",1957.54,2,2024-03,64.16,1948.49,2024-06,409.2,73.9,2024-06,21,0.76,3.49,2,2024-03,0.12,14.75,20.17,"TAJGVK,"
HLV Ltd.,HLVLTD,"Hotel, Resort & Restaurants",1284.9,1,2024-03,11.6,1182.47,2024-06,199.43,23.52,2024-06,54.63,,3.66,1,2023-03,0.02,1.84,3.11,"HLVLTD,"
Benares Hotels Ltd.,509438,"Hotel, Resort & Restaurants",1005.49,1,2024-03,0,955.07,2024-06,118.1,36.18,2024-06,27.79,0.85,7.21,1,2024-03,0,30.97,41.64,"509438,"
Royal Orchid Hotels Ltd.,ROHLTD,"Hotel, Resort & Restaurants",942.47,2,2024-03,67.14,958.55,2024-03,293.61,47.36,2024-03,19.44,0.22,4.53,2,2023-03,0.44,31.49,35.13,"ROHLTD,"
Speciality Restaurants Ltd.,SPECIALITY,Restaurants,809.48,2,2024-03,,798.36,2024-06,413.16,30.41,2024-06,26.92,0.85,2.57,2,2023-03,0,50.12,36.73,"SPECIALITY,"
UP Hotels Ltd.,509960,"Hotel, Resort & Restaurants",809.14,1,2024-03,0.36,755.91,2024-06,140.78,26.58,2024-06,30.44,0.61,5.36,1,2023-03,0,21.62,29.35,"509960,"
Mac Charles (India) Ltd.,507836,"Hotel, Resort & Restaurants",765.57,2,2024-03,827.44,1254.97,2024-06,11.15,-78.43,2024-06,0,0,5.02,2,2023-03,2.21,19.94,15.04,"507836,"
Viceroy Hotels Ltd.,VHLTD,"Hotel, Resort & Restaurants",756.32,2,2024-03,168.39,924.71,2024-06,140.67,-2,2024-06,0,0,11.27,2,2023-03,-1.36,0,0.85,"VHLTD,"
Coffee Day Enterprises Ltd.,COFFEEDAY,Restaurants,736.21,2,2024-03,1158.94,1670.45,2024-03,1013.25,-306.4,2024-03,0,,0.26,2,2023-03,0.5,-11.35,-5.84,"COFFEEDAY,"
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,"Hotel, Resort & Restaurants",700.78,1,2024-03,0.82,672.54,2024-03,105.42,24.96,2024-03,28.08,1.04,9.75,1,2023-03,0.01,50.82,67.76,"ADVANIHOTR,"
Sayaji Hotels Ltd.,523710,"Hotel, Resort & Restaurants",683.11,2,2024-03,0.4,680.61,2024-06,115.26,18.23,2024-06,48.48,1.83,4.24,2,2024-03,0,7.04,12.4,"523710,"
Nicco Parks & Resorts Ltd.,526721,Amusement Parks/Recreation/Club,681.88,2,2024-03,,641.51,2024-06,77.31,17.08,2024-06,30.05,1.26,6.77,2,2023-03,0,34.12,49.51,"526721,"
Wise Travel India Ltd.,WTICAB,Travel Services,625.42,1,2024-03,27.28,652.7,2024-03,409.91,24.18,2024-03,25.87,,4.18,2,2023-03,0.65,29.79,31.06,"WTICAB,"
Kamat Hotels (India) Ltd.,KAMATHOTEL,"Hotel, Resort & Restaurants",571.32,2,2024-03,199.82,736.83,2024-06,308.35,44.24,2024-06,12.75,0.22,2.76,2,2023-03,2.38,0,88.47,"KAMATHOTEL,"
Sinclairs Hotels Ltd.,SINCLAIR,"Hotel, Resort & Restaurants",517.21,1,2024-03,0,516.07,2024-06,53.96,18.91,2024-06,27.35,1.7,4.67,1,2024-03,0,17.95,23.34,"SINCLAIR,"
International Travel House Ltd.,500213,Travel Services,488.14,1,2024-03,0,469.87,2024-06,221.13,23.4,2024-06,20.86,0.39,3.27,1,2024-03,0,16.94,23.38,"500213,"
The Byke Hospitality Ltd.,531373,"Hotel, Resort & Restaurants",389.74,1,2024-03,10.72,381.73,2024-06,87.08,6.45,2024-06,60.42,,1.71,1,2023-03,0.17,1.45,6.14,"531373,"
Apollo Sindoori Hotels Ltd.,APOLSINHOT,"Hotel, Resort & Restaurants",388.37,2,2024-03,64.21,341.38,2024-03,519.41,11.07,2024-03,35.09,,2.96,2,2023-03,0.87,15.21,18.51,"APOLSINHOT,"
Country Club Hospitality & Holidays Ltd.,526550,"Hotel, Resort & Restaurants",364.04,2,2024-03,23.75,387.78,2024-03,52.36,-4.86,2024-03,0,0,1.18,2,2023-03,0.35,3.89,6.08,"526550,"
Graviss Hospitality Ltd.,509546,"Hotel, Resort & Restaurants",360,2,2024-03,2.85,360.74,2024-03,54.14,3.01,2024-03,119.6,2.27,1.97,2,2023-03,0.02,3.53,5.19,"509546,"
Asian Hotels (North) Ltd.,ASIANHOTNR,"Hotel, Resort & Restaurants",353.95,1,2024-03,1052.41,1352.19,2024-06,296.92,-92.71,2024-06,0,,-1.08,1,2023-03,-4.48,0,3.79,"ASIANHOTNR,"
Robust Hotels Ltd.,RHL,"Hotel, Resort & Restaurants",335.46,1,2024-03,159.2,494.66,2024-06,126.81,6.21,2024-06,54.01,1.7,0.64,1,2023-03,0.22,13.4,2.56,"RHL,"
Sayaji Hotels (Indore) Ltd.,544080,"Hotel, Resort & Restaurants",319.53,1,2024-03,20.57,337.51,2024-03,96.1,7.18,2024-03,44.48,,5.95,1,2024-03,0.4,27.61,37.54,"544080,"
Modi Rubber Ltd.,MODIRUBBER,"Hotel, Resort & Restaurants",250.33,2,2024-03,16.98,260.59,2024-03,22.44,-17.12,2024-03,16.12,0.35,0.49,2,2023-03,0.04,5.74,6.47,"MODIRUBBER,"
Sayaji Hotel (Pune) Ltd.,544090,"Hotel, Resort & Restaurants",245.16,2,2024-03,1.97,244.87,2024-03,70.47,16.58,2024-03,14.79,,3.57,2,2024-03,0.03,25.52,33.46,"544090,"
Asian Hotels (East) Ltd.,AHLEAST,"Hotel, Resort & Restaurants",225.4,2,2024-03,333.58,550.94,2024-06,109.04,28.49,2024-06,7.91,0.22,0.98,2,2023-03,0,5.36,5.66,"AHLEAST,"
Phoenix Township Ltd.,537839,"Hotel, Resort & Restaurants",223.19,1,2024-03,9.17,231.24,2024-03,29.54,196.58,2024-03,1.14,0.71,1.05,1,2023-03,0.63,4.16,6.75,"537839,"
GIR Natureview Resorts Ltd.,GIRRESORTS,"Hotel, Resort & Restaurants",202.29,1,2024-03,1.9,204.19,2024-03,6.19,0.03,2019-03,0,,10.59,1,2014-03,0,1.59,2.3,"GIRRESORTS,"
CHL Ltd.,532992,"Hotel, Resort & Restaurants",191.75,2,2024-03,248.74,417.47,2024-03,125.84,9.52,2024-03,20.15,1.93,-1.71,2,2023-03,-2.21,0,11.96,"532992,"
Savera Industries Ltd.,512634,"Hotel, Resort & Restaurants",179.58,1,2024-03,2.41,156.09,2024-06,72.74,10.28,2024-06,17.46,1.77,2.22,1,2023-03,0.03,19.43,23.82,"512634,"
Emerald Leisures Ltd.,507265,"Hotel, Resort & Restaurants",139.9,1,2024-03,120.59,260.08,2024-03,15.74,-9.66,2024-03,0,0,-1.33,1,2023-03,-1.19,0,18.44,"507265,"
Transcorp International Ltd.,532410,Travel Services,115.83,2,2024-03,20.02,101.66,2024-06,1901.12,-1.2,2024-06,11.75,0.79,2,2,2024-03,0.35,0.11,6.03,"532410,"
Vidli Restaurants Ltd.,539659,Restaurants,97.34,2,2024-03,19.84,111.99,2024-03,29.3,1.72,2024-03,62.4,,4.44,2,2023-03,0.11,15.61,19.54,"539659,"
Royale Manor Hotels & Industries Ltd.,526640,"Hotel, Resort & Restaurants",87.28,1,2024-03,8.6,91.88,2024-06,23.64,4.26,2024-06,20.47,4.09,1.49,1,2024-03,0.15,7.66,10.01,"526640,"
Gujarat Hotels Ltd.,507960,"Hotel, Resort & Restaurants",87.09,1,2024-03,,86.43,2024-06,3.47,4.72,2024-06,18.46,3.87,1.92,1,2023-03,0,11.07,13.45,"507960,"
Jindal Hotels Ltd.,507981,"Hotel, Resort & Restaurants",85.16,1,2024-03,53.73,138.59,2024-06,43.48,2.39,2024-06,35.69,3.59,4.05,1,2024-03,2.52,11.97,9.12,"507981,"
Growington Ventures India Ltd.,539222,Travel Services,84.61,1,2024-03,,84.61,2024-03,30.34,1.76,2024-03,48.21,0.96,4.41,1,2023-03,0,10.75,14.38,"539222,"
West Leisure Resorts Ltd.,538382,"Hotel, Resort & Restaurants",52.36,1,2024-03,,52.36,2024-06,0.78,-0.11,2024-06,0,,2.6,1,2023-03,0,0.39,0.27,"538382,"
TGB Banquets And Hotels Ltd.,TGBHOTELS,"Hotel, Resort & Restaurants",46.07,1,2024-03,5.07,51.14,2024-03,36.06,-3.56,2024-03,0,0,0.62,1,2023-03,0.12,1.77,3.86,"TGBHOTELS,"
Aruna Hotels Ltd.,500016,"Hotel, Resort & Restaurants",41.93,1,2024-03,114.72,156.65,2024-03,17.32,-4.5,2024-03,0,0,-0.72,1,2023-03,-2.34,0,1.06,"500016,"
Pecos Hotels and Pubs Ltd.,539273,Restaurants,40.69,1,2024-03,0,37.47,2024-03,9.96,1.16,2024-03,34.98,1.5,7.34,1,2024-03,0,22.54,32.32,"539273,"
Sri Havisha Hospitality and Infrastructure Ltd.,HAVISHA,"Hotel, Resort & Restaurants",36.54,1,2024-03,3.98,38.86,2024-06,13.75,-5.15,2024-03,0,0,-10.53,1,2023-03,0.07,5.01,7,"HAVISHA,"
Best Eastern Hotels Ltd.,508664,"Hotel, Resort & Restaurants",28.88,1,2024-03,2.4,31.28,2024-03,6.21,0.14,2024-03,206.29,11.33,12.48,1,2023-03,0.9,23.53,14.11,"508664,"
Mega Corporation Ltd.,531417,Travel Services,28.7,1,2024-06,,28.7,2024-06,4.3,0.08,2024-06,354.32,20.22,1.17,1,2024-03,1.19,1.07,6.41,"531417,"
Roopshri Resorts Ltd.,542599,"Hotel, Resort & Restaurants",28.27,1,2024-03,0.06,28.32,2024-03,1.66,0.45,2023-03,861.88,8.53,1.93,1,2023-03,0.01,0.38,0.52,"542599,"
HS India Ltd.,532145,"Hotel, Resort & Restaurants",28.11,1,2024-03,19.19,38.63,2024-06,26.01,1.79,2024-06,15.74,,0.92,1,2024-03,0.63,4.44,6.89,"532145,"
Yaan Enterprises Ltd.,538521,Travel Services,24.42,1,2024-03,0.58,23.41,2024-06,5.32,0.48,2024-06,50.65,,5.92,1,2023-03,0.05,1.76,2.1,"538521,"
Reliable Ventures India Ltd.,532124,"Hotel, Resort & Restaurants",24.29,1,2024-03,0.65,24.09,2024-06,2.09,-1.75,2024-06,0,,0.79,1,2023-03,0.03,-3.57,-2.67,"532124,"
Ajwa Fun World & Resort Ltd.,526628,"Hotel, Resort & Restaurants",23.93,1,2024-03,5.42,29.35,2024-03,2.59,0.14,2024-03,223.65,5.99,-11.09,1,2023-03,-1.74,0,17.02,"526628,"
Howard Hotels Ltd.,526761,"Hotel, Resort & Restaurants",22.78,1,2024-03,5.06,26.18,2024-06,13.68,-0.01,2024-06,0,0,2.22,1,2024-03,0.46,9.01,10.22,"526761,"
Cindrella Hotels Ltd.,526373,"Hotel, Resort & Restaurants",20.07,1,2024-03,1.53,21.6,2024-03,8.12,0.66,2024-03,30.59,0.54,1.69,1,2023-03,0,25.73,31.23,"526373,"
Ras Resorts & Apart Hotels Ltd.,507966,"Hotel, Resort & Restaurants",19.45,1,2024-03,4.51,23.24,2024-06,13.48,0.55,2024-06,35.43,,2.5,1,2024-03,0.61,2.51,7.38,"507966,"
Velan Hotels Ltd.,526755,"Hotel, Resort & Restaurants",19.4,1,2024-03,49.93,69.34,2024-03,0,-1.09,2024-03,0,,-74.39,1,2023-03,62.37,-184.11,-27.83,"526755,"
Polo Hotels Ltd.,526687,"Hotel, Resort & Restaurants",18.35,1,2023-09,74.74,93.09,2023-12,0.04,-0.74,2023-12,0,,0.3,1,2023-03,1.24,-1.4,-0.6,"526687,"
MAC Hotels Ltd.,541973,"Hotel, Resort & Restaurants",16.56,1,2024-03,1.73,18.29,2024-03,5.86,0.31,2024-03,52.74,,-207.75,1,2023-03,-31.74,0,17.8,"541973,"
Lords Ishwar Hotels Ltd.,530065,"Hotel, Resort & Restaurants",13.53,1,2024-03,2.83,15.78,2024-06,7.73,0.48,2024-06,28.3,1.71,2.43,1,2024-03,0.51,9.25,5.52,"530065,"
Dhanada Corporation Ltd.,531198,"Hotel, Resort & Restaurants",12.86,1,2022-09,37.15,46.97,2022-09,7.86,-5.22,2022-09,0,,-3.42,1,2022-03,-27.52,-330.91,-4.35,"531198,"
Sailani Tours N Travels Ltd.,543541,Travel Services,12.47,1,2024-03,0.74,13.04,2024-03,23.46,0.3,2024-03,41.83,,1.72,1,2023-03,0.1,10.25,10.23,"543541,"
Univa Foods Ltd.,UNIVAFOODS,"Hotel, Resort & Restaurants",12,1,2024-03,0.51,12.51,2024-06,0,-0.63,2024-03,0,,-21.94,1,2023-03,1.72,-92.79,-63.44,"UNIVAFOODS,"
Blue Coast Hotels Ltd.,531495,"Hotel, Resort & Restaurants",11.88,2,2024-03,41.5,52.26,2024-06,0,-7.49,2024-06,0,,-0.09,2,2023-03,-0.35,0,0,"531495,"
Silver Pearl Hospitality & Luxury Spaces Ltd.,543536,"Hotel, Resort & Restaurants",6.98,1,2024-03,,5.72,2024-03,1.12,0.1,2024-03,67.13,,0.51,1,2023-03,0,-0.31,-0.39,"543536,"
Hanman Fit Ltd.,538731,Amusement Parks/Recreation/Club,6.83,1,2024-03,0.7,7.53,2024-03,0.2,0.66,2024-03,10.26,0.91,3.74,1,2023-03,0.55,-7.63,-4.79,"538731,"
Ashram Online.Com Ltd.,526187,"Hotel, Resort & Restaurants",6.64,1,2024-03,0.32,6.96,2024-06,0.33,-0.01,2024-06,0,,0.5,1,2023-03,0,-2.05,-2,"526187,"
Woodsvilla Ltd.,526959,"Hotel, Resort & Restaurants",6.51,1,2024-03,,6.51,2024-03,0.7,0.14,2024-03,18.93,,1.45,1,2023-03,0.01,-2.72,0.58,"526959,"
Mahasagar Travels Ltd.,526795,Travel Services,4.69,1,2024-03,4.57,8.11,2024-06,42.08,-0.3,2024-06,0,0,-8.29,1,2024-03,-20.23,0,19.19,"526795,"
Autoriders International Ltd.,512277,Travel Services,4.09,1,2024-03,16.75,16.55,2024-06,83.42,7.84,2024-03,0.43,0,0.13,1,2023-03,1.36,34.3,27.75,"512277,"
