Sector: Agriculture,
Date: 13-Aug-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Bombay Super Hybrid Seeds Ltd.,BSHSL,Agriculture,2038.62,1,2024-03,48.02,2086.63,2024-06,296.98,22.7,2024-06,89.8,1.28,22.8,1,2023-03,0.94,35.02,22.18,"BSHSL,"
DCM Shriram Industries Ltd.,DCMSRIND,Sugar,1730.27,2,2024-03,512.36,2211.94,2024-06,2114.38,118.23,2024-06,14.46,1.6,2.04,2,2024-03,0.63,15.07,16.41,"DCMSRIND,"
Dwarikesh Sugar Industries Ltd.,DWARKESH,Sugar,1340.84,1,2024-03,450.51,1757.8,2024-06,1479.61,33.23,2024-06,40.35,,1.65,1,2024-03,0.55,10.7,13.77,"DWARKESH,"
Dhampur Sugar Mills Ltd.,DHAMPURSUG,Sugar,1324.43,2,2024-03,963.11,2268.2,2024-06,2409.91,90.72,2024-06,14.63,19.42,1.2,2,2023-03,0.7,16.39,15.21,"DHAMPURSUG,"
Avadh Sugar & Energy Ltd.,AVADHSUGAR,Sugar,1318.31,1,2024-03,1315.75,2631.96,2024-06,2719.45,114.63,2024-06,11.5,8.6,1.27,1,2024-03,1.28,13.35,12.93,"AVADHSUGAR,"
Uttam Sugar Mills Ltd.,UTTAMSUGAR,Sugar,1234.34,1,2024-03,760.72,1988.02,2024-03,2046.97,132.21,2024-03,9.34,0.19,1.77,1,2023-03,1.03,23.79,19.13,"UTTAMSUGAR,"
Magadh Sugar & Energy Ltd.,MAGADSUGAR,Sugar,1061.87,1,2024-03,636.8,1697.6,2024-06,1155.26,112.3,2024-03,9.12,0.33,1.42,1,2024-03,0.85,16.81,14.53,"MAGADSUGAR,"
Kotyark Industries Ltd.,KOTYARK,Agriculture,880.56,1,2024-03,61.63,942.19,2024-03,270.99,22.24,2024-03,39.59,,8.21,2,2023-03,0.24,20.18,24.03,"KOTYARK,"
The Ugar Sugar Works Ltd.,UGARSUGAR,Sugar,879.52,1,2024-03,513.84,1352.74,2024-03,1277.24,21.14,2024-03,41.6,,3.76,2,2023-03,1.57,60.16,29.62,"UGARSUGAR,"
Dhampur Bio Organics Ltd.,DBOL,Sugar,864.37,2,2024-03,1046.81,1877.71,2024-06,2322.81,33.95,2024-06,25.46,,0.85,2,2024-03,1.03,4.65,5.76,"DBOL,"
Apex Frozen Foods Ltd.,APEX,Aquaculture,828.59,1,2024-03,106.89,925.62,2024-06,736.25,14.76,2024-06,56.16,,1.65,1,2023-03,0.18,7.49,10.75,"APEX,"
Indag Rubber Ltd.,509162,Rubber  Products,768.34,2,2024-03,0,762.26,2024-03,251.18,15.58,2024-03,47.56,97.66,3.4,2,2024-03,0,7.2,9.86,"509162,"
Davangere Sugar Company Ltd.,DAVANGERE,Sugar,683.05,1,2024-03,264.14,947.19,2024-06,214.37,12.07,2024-06,56.59,1.97,2,1,2023-03,0.78,4.69,8.4,"DAVANGERE,"
K.C.P. Sugar And Industries Corporation Ltd.,KCPSUGIND,Sugar,539.71,2,2024-03,146.67,639.48,2024-06,338.52,89.6,2024-06,6.02,0.21,1.1,2,2023-03,0.5,16.64,15.69,"KCPSUGIND,"
Indo US Bio-Tech Ltd.,541304,Agriculture,523.66,1,2024-03,14.32,537.98,2024-06,78.41,9.05,2024-06,57.88,1.53,7.94,1,2023-03,0.21,15.51,14.62,"541304,"
Tierra Agrotech Ltd.,543531,Agriculture,504.42,2,2024-03,20.73,519.59,2024-06,73.54,-9,2024-06,0,,4.49,2,2024-03,0.21,-16.33,-7.12,"543531,"
Rubfila International Ltd.,RUBFILA,Rubber  Products,503.77,2,2024-03,,473.84,2024-03,469.79,25.4,2024-03,19.83,4.67,1.86,2,2023-03,0,10.65,14.52,"RUBFILA,"
Goodricke Group Ltd.,500166,Tea/Coffee,465.05,1,2024-03,114.22,563.11,2024-06,855.71,-55.04,2024-06,0,,1.83,1,2024-03,0.47,-25.1,-15.35,"500166,"
Elgi Rubber Company Ltd.,ELGIRUBCO,Rubber  Products,458.21,2,2024-03,306.23,738.64,2024-03,386.44,11.66,2024-03,39.29,3.1,11.2,2,2023-03,1.47,3.8,7.63,"ELGIRUBCO,"
Kothari Sugars And Chemicals Ltd.,KOTARISUG,Sugar,456.22,1,2024-03,69.42,525.45,2024-06,429.39,11.06,2024-06,41.25,1.41,1.59,1,2023-03,0.15,17.56,20.57,"KOTARISUG,"
Sakthi Sugars Ltd.,SAKHTISUG,Sugar,445.8,1,2024-03,772.63,1212.11,2024-03,1056.8,120.3,2024-03,3.66,0.31,4.07,1,2023-03,-78.62,0,70.86,"SAKHTISUG,"
Ponni Sugars (Erode) Ltd.,PONNIERODE,Sugar,439.21,1,2024-03,0,398.31,2024-06,378.31,41.01,2024-06,10.71,0.29,0.79,1,2024-03,0,9.33,10.35,"PONNIERODE,"
Mawana Sugars Ltd.,MAWANASUG,Sugar,421.09,2,2024-03,567.53,963.65,2024-06,1415.64,48.8,2024-06,8.65,,1.04,2,2024-03,1.38,9.48,9.49,"MAWANASUG,"
Nath Bio-Genes (India) Ltd.,NATHBIOGEN,Agriculture,418.18,2,2024-03,110.35,451.12,2024-06,341.22,40.88,2024-06,10.23,,0.65,2,2024-03,0.18,6.7,7.26,"NATHBIOGEN,"
Kings Infra Ventures Ltd.,530215,Aquaculture,413.16,2,2024-03,37.29,450.45,2024-03,90.41,7.56,2024-03,54.04,,7.15,2,2023-03,0.82,15.92,15.82,"530215,"
HPC Biosciences Ltd.,535217,Agriculture,409.85,1,2023-03,,409.85,2023-03,0.21,0.02,2023-03,0,0,12.48,1,2021-03,0,3.62,3.69,"535217,"
Mangalam Global Enterprise Ltd.,MGEL,Agriculture,409.8,2,2024-03,200.84,596.54,2024-06,2194.82,21.63,2024-06,18.94,0.37,2.2,2,2024-03,1.45,16.05,14.4,"MGEL,"
Harrisons Malayalam Ltd.,HARRMALAYA,Agriculture,407.13,2,2024-03,94.22,499.18,2024-03,488.12,-7.3,2024-03,0,0,2.83,2,2023-03,0.59,12.08,12.71,"HARRMALAYA,"
Rana Sugars Ltd.,RANASUG,Sugar,368.87,1,2024-03,402.88,739.95,2024-03,1592.63,27.97,2024-03,13.19,0.59,0.68,1,2023-03,0.73,13.19,13.83,"RANASUG,"
Jay Shree Tea & Industries Ltd.,JAYSREETEA,Tea/Coffee,358.66,2,2024-03,319.75,668.5,2024-06,743.98,-12.52,2024-06,0,,1.27,2,2024-03,1.1,5.07,6.48,"JAYSREETEA,"
K.M. Sugar Mills Ltd.,KMSUGAR,Sugar,357.42,2,2024-03,291.13,637.42,2024-06,575.49,22.91,2024-06,15.6,5.09,1.43,2,2024-03,1.2,12.29,10.96,"KMSUGAR,"
Nirman Agri Genetics Ltd.,NIRMAN,Agriculture,351.95,1,2024-03,0.63,352.58,2024-03,63.34,10.45,2024-03,33.83,,4.07,1,2023-03,0.04,27.06,26.6,"NIRMAN,"
SBEC Sugar Ltd.,532102,Sugar,324,2,2024-03,231.89,554.36,2024-03,654.51,-3.3,2024-03,0,0,-12.67,2,2023-03,-5.42,0,7.99,"532102,"
Neelamalai Agro Industries Ltd.,508670,Tea/Coffee,307.06,2,2024-03,0,306.01,2024-06,26.66,15.9,2024-06,7.74,0.87,1.11,2,2024-03,0,5.83,6.61,"508670,"
Vishwaraj Sugar Industries Ltd.,VISHWARAJ,Sugar,303.64,1,2024-03,365.52,669.16,2024-03,549.7,13.07,2024-03,20.94,,1.13,1,2023-03,1.39,-8.71,8.4,"VISHWARAJ,"
Mangalam Seeds Ltd.,539275,Agriculture,285.92,2,2024-03,57.15,335.69,2024-03,112.36,13.18,2024-03,21.69,0.8,4.1,2,2023-03,0.31,21.7,21.64,"539275,"
JK Agri Genetics Ltd.,536493,Agriculture,275.74,1,2024-03,27.59,298.61,2024-06,147.24,-17.66,2024-06,0,,2.32,1,2024-03,0.25,-17.3,-13.91,"536493,"
Mcleod Russel India Ltd.,MCLEODRUSS,Tea/Coffee,274.82,2,2024-03,1892.06,2160.6,2024-03,1135.89,-311.6,2024-03,0,,-22.44,2,2023-03,6.38,-125.63,-31.2,"MCLEODRUSS,"
Dhunseri Tea & Industries Ltd.,DTIL,Tea/Coffee,263.68,2,2024-03,247.9,498.74,2024-06,401.68,-134.57,2024-03,0,,0.51,2,2024-03,0.47,-23.15,-18.15,"DTIL,"
Dolfin Rubbers Ltd.,542013,Rubber  Products,260.88,1,2024-03,14.64,274.69,2024-06,136.95,5.71,2024-06,45.7,2.24,8.66,1,2023-03,0.56,14.34,15.14,"542013,"
Shri Venkatesh Refineries Ltd.,543373,Solvent  Extraction,256.69,1,2024-03,124.04,380.73,2024-03,575.23,15.03,2024-03,17.08,0.19,4.08,1,2023-03,1.47,31.24,22.45,"543373,"
Captain Pipes Ltd.,538817,Rubber  Products,243.86,1,2024-03,5.82,249.68,2024-06,78,4.54,2024-06,53.7,2.05,9,1,2023-03,0.13,10.59,15.86,"538817,"
Rajshree Sugars & Chemicals Ltd.,RAJSREESUG,Sugar,240.13,1,2024-03,392,627.15,2024-06,775.85,11.16,2024-06,21.51,1.83,0.89,1,2023-03,1.59,-3.5,5.21,"RAJSREESUG,"
Shree Oswal Seeds and Chemicals Ltd.,OSWALSEEDS,Agriculture,235.35,2,2024-03,63.86,299.22,2024-03,269.03,-4.16,2024-03,0,0,5.85,2,2023-03,0.92,13.75,14.01,"OSWALSEEDS,"
Indrayani Biotech Ltd.,526445,Floriculture,234.24,2,2024-03,107.66,341.32,2024-03,166.22,10.91,2024-03,36.8,0.24,3.71,2,2024-03,1.71,19.41,14.4,"526445,"
Somi Conveyor Beltings Ltd.,533001,Rubber  Products,221.87,1,2024-03,15.2,228.62,2024-03,102.11,4.55,2024-03,48.73,1.74,3.63,1,2023-03,0.26,5.31,7.92,"533001,"
Eco Friendly Food Processing Park Ltd.,534839,Agriculture,219.91,1,2023-03,0.04,219.96,2023-03,0.47,0.12,2023-03,0,,5.03,1,2022-03,0.51,2.59,1.82,"534839,"
Gayatri Rubbers and Chemicals Ltd.,GRCL,Rubber  Products,212.31,1,2024-03,0.52,212.39,2024-03,24.41,1.56,2024-03,136.11,,18.84,1,2024-03,0.05,14.87,22.49,"GRCL,"
The United Nilgiri Tea Estates Company Ltd.,UNITEDTEA,Tea/Coffee,210.96,1,2024-03,0,203.78,2024-06,87.61,14.94,2024-06,14.12,2.98,1.01,1,2024-03,0,8.2,10.46,"UNITEDTEA,"
Ramdevbaba Solvent Ltd.,RBS,Solvent  Extraction,197.47,1,2024-03,110.87,308.34,2024-03,686.44,13.03,2024-03,15.15,0.47,1.61,1,2023-03,2.07,31.46,18.57,"RBS,"
Upsurge Seeds Of Agriculture Ltd.,USASEEDS,Agriculture,192.73,1,2024-03,47.91,240.65,2024-03,132.95,7.25,2024-03,26.58,,4.97,1,2023-03,1.26,19.06,12.77,"USASEEDS,"
Raghuvansh Agrofarms Ltd.,538921,Agriculture,190.2,1,2024-03,10,196.37,2024-03,9.44,5.58,2024-03,34.06,14.85,3.25,2,2023-03,0.02,9.89,11.56,"538921,"
Sir Shadi Lal Enterprises Ltd.,532879,Sugar,188.74,1,2024-03,38.81,222.93,2024-06,472.69,-36.68,2024-06,0,,1.05,1,2023-03,-0.57,0,0,"532879,"
Zeal Aqua Ltd.,539963,Aquaculture,186.58,1,2024-03,150.49,337.07,2024-06,405.05,10.24,2024-06,18.22,1.63,2.36,1,2023-03,1.94,10.54,11.09,"539963,"
Wardwizard Foods and Beverages Ltd.,539132,Solvent  Extraction,179.74,1,2024-03,27.69,207.43,2024-03,16.71,-33.05,2024-03,0,,3.92,1,2023-03,0.75,-38.09,-14.67,"539132,"
Piccadily Sugar & Allied Industries Ltd.,507498,Sugar,175.99,1,2024-03,15.22,191.21,2024-06,3.37,-1.91,2024-06,0,,14.43,1,2023-03,0.19,-13.67,-14.14,"507498,"
Indian Sucrose Ltd.,500319,Sugar,175.94,1,2024-03,208.49,364.79,2024-03,528.62,32.74,2024-03,5.37,0.42,0.82,1,2023-03,1.23,18.01,18.23,"500319,"
Kesar Enterprises Ltd.,507180,Sugar,173.57,1,2024-03,73.79,232.9,2024-03,531.06,83.59,2024-03,2.08,0.06,-2.48,1,2024-03,-1.05,0,0,"507180,"
B&A Ltd.,508136,Tea/Coffee,167.57,2,2024-03,49.06,185.08,2024-06,286.3,15.7,2024-06,14.09,0.92,1.32,2,2024-03,0.37,10.58,12.99,"508136,"
Parvati Sweetners and Power Ltd.,541347,Sugar,157.35,1,2024-03,42.01,198.04,2024-06,86.33,1.23,2024-06,128.34,,1.55,1,2023-03,0.41,1.6,3.82,"541347,"
Saptarishi Agro Industries Ltd.,519238,Agriculture,147.43,1,2024-03,5.18,152.62,2024-03,41.19,2.04,2024-03,72.27,2.58,20.21,1,2023-03,0.06,11.93,11.07,"519238,"
Gayatri Sugars Ltd.,532183,Sugar,145.71,1,2024-03,131.43,277.14,2024-06,339.01,0.2,2024-06,739.63,,-1.3,1,2023-03,-1.22,0,164.07,"532183,"
BN Holdings Ltd.,526125,Solvent  Extraction,145.46,1,2024-03,1.2,146.66,2024-06,7.09,-4.7,2024-06,0,,2.1,1,2023-03,-1.01,0,-484.59,"526125,"
Apis India Ltd.,506166,Agriculture,140.15,2,2024-03,59.5,199.65,2024-03,316.11,21.67,2024-03,4.3,0.48,0.95,2,2023-03,0.64,6.91,10.63,"506166,"
The Peria Karamalai Tea And Produce Company Ltd.,PKTEA,Tea/Coffee,128.79,2,2024-03,21.44,136.49,2024-03,53.7,5.33,2024-03,23.86,,0.67,2,2023-03,0.12,-1.83,-0.54,"PKTEA,"
Agri-Tech (India) Ltd.,AGRITECH,Agriculture,127.21,1,2024-03,,127.21,2024-06,0.13,9.38,2024-06,13.56,,1.26,1,2023-03,0.09,-0.42,-0.35,"AGRITECH,"
Himalaya Food lnternational Ltd.,526899,Agriculture,124.89,2,2024-03,0,124.4,2024-06,47.48,5.23,2024-06,23.88,0.14,0.9,2,2024-03,0,3.62,3.63,"526899,"
The Grob Tea Company Ltd.,GROBTEA,Tea/Coffee,121.69,1,2024-03,9.35,127.91,2024-03,99.96,-0.01,2024-03,0,,1.55,1,2024-03,0.12,-0.01,1.35,"GROBTEA,"
Simbhaoli Sugars Ltd.,SIMBHALS,Sugar,103.9,2,2024-03,1027.66,1065.73,2024-03,1331.07,-12.14,2024-03,0,0,-0.79,2,2023-03,-8.66,0,-0.56,"SIMBHALS,"
Mayank Cattle Food Ltd.,544106,Solvent  Extraction,103.68,1,2024-03,35.21,138.9,2024-03,290.29,3.04,2024-03,34.16,0.85,3.76,1,2023-03,8.32,32.03,12.65,"544106,"
Trescon Ltd.,532159,Floriculture,103.22,1,2024-03,0.43,103.65,2024-06,0,0.28,2024-06,362.18,9.53,0.94,1,2023-03,0.01,2.66,3.15,"532159,"
Sameera Agro & Infra Ltd.,SAIFL,Agriculture,95.4,1,2024-03,2.5,97.9,2024-03,182.14,10.72,2024-03,8.9,,1.17,1,2023-03,0,72.97,99.09,"SAIFL,"
James Warren Tea Ltd.,538564,Tea/Coffee,95.29,1,2024-03,,95.29,2024-06,123.38,13.13,2024-06,7.26,0.18,1,1,2023-03,0,9.6,10.1,"538564,"
Dollex Agrotech Ltd.,DOLLEX,Sugar,91.26,1,2024-03,100.86,192.12,2024-03,135.49,7.02,2024-03,13,,2.44,1,2023-03,0.86,15.96,12.67,"DOLLEX,"
Pentagon Rubber Ltd.,PENTAGON,Rubber  Products,88.93,1,2024-03,24.34,113.28,2024-03,57.77,4.44,2024-03,20.01,,3.04,1,2023-03,1.94,44.19,22.12,"PENTAGON,"
M.V.K. Agro Food Product Ltd.,MVKAGRO,Sugar,80.86,1,2024-03,160.8,241.66,2024-03,124.58,7.16,2024-03,11.29,,0.96,1,2023-03,6.84,32.85,16.43,"MVKAGRO,"
Vishwas Agri Seeds Ltd.,VISHWAS,Agriculture,77.3,1,2024-03,22.39,99.69,2024-03,74.77,6.01,2024-03,12.86,,1.93,1,2023-03,1.31,55.88,28.82,"VISHWAS,"
Rajgor Castor Derivatives Ltd.,RCDL,Agriculture,77.01,1,2024-03,47.44,123.63,2024-03,564.84,9.78,2024-03,7.87,,1.04,1,2023-03,1.88,43.19,23.12,"RCDL,"
Shri Vasuprada Plantations Ltd.,538092,Tea/Coffee,75.16,2,2024-03,57.79,132.21,2024-03,107.62,-6.58,2024-03,0,,0.63,2,2024-03,0.48,-5.33,-0.98,"538092,"
Unique Organics Ltd.,530997,Solvent  Extraction,73.13,1,2024-03,1.46,70.65,2024-06,167.04,7.99,2024-06,9.15,0.16,2.79,1,2024-03,0.06,32.77,38.14,"530997,"
Terai Tea Company Ltd.,530533,Tea/Coffee,72.92,1,2023-09,24.14,97.06,2023-12,66.51,2.67,2023-12,27.32,0.3,0.86,2,2023-03,0.25,0.91,2.04,"530533,"
Dhampure Speciality Sugars Ltd.,531923,Sugar,71.89,2,2024-03,,71.89,2024-03,29.23,0.93,2024-03,77.55,1.79,2.7,2,2023-03,0,8.36,10.97,"531923,"
Prudential Sugar Corporation Ltd.,PRUDMOULI,Sugar,68.86,2,2024-03,30.35,99.21,2024-03,104.84,6.26,2024-03,11,,0.67,2,2023-03,0,5.05,7.32,"PRUDMOULI,"
Sheetal Universal Ltd.,SHEETAL,Agriculture,64.61,1,2024-03,15.11,79.72,2024-03,129.63,2.06,2024-03,31.4,,5.64,2,2023-03,2.09,36.17,21.53,"SHEETAL,"
Simran Farms Ltd.,519566,Agriculture,63.81,2,2024-03,35.3,99.11,2024-03,486.42,0.4,2024-03,159.94,,2.05,2,2023-03,0.98,12.36,9.59,"519566,"
Vistar Amar Ltd.,538565,Aquaculture,62.11,1,2024-03,,62.11,2024-06,64.69,2.42,2024-06,25.67,0.14,3.7,1,2023-03,0.03,27.58,36.71,"538565,"
Warren Tea Ltd.,508494,Tea/Coffee,61.67,2,2024-03,0,51.78,2024-06,0,-0.37,2024-06,685.18,47.78,0.65,2,2024-03,0,-0.91,-0.24,"508494,"
Ravalgaon Sugar Farm Ltd.,507300,Sugar,59.3,1,2024-03,2.11,61.4,2024-03,8.58,17.44,2024-03,3.43,2.36,3.47,1,2023-03,4.54,-60.68,-6.01,"507300,"
MM Rubber Company Ltd.,509196,Rubber  Products,57.95,1,2024-03,7.41,64.88,2024-06,41.38,-1.69,2024-06,0,0,6.45,1,2023-03,0.24,27.77,28.51,"509196,"
Naturite Agro Products Ltd.,538926,Agriculture,55.35,1,2024-03,3.1,58.46,2024-06,9.82,1.73,2024-06,32.05,,4.18,1,2023-03,0.65,-4.5,-0.82,"538926,"
Alfavision Overseas (India) Ltd.,531156,Agriculture,53.63,1,2024-03,135.65,189.27,2024-03,3.13,0.26,2024-03,194.3,,1.28,2,2023-03,3.62,-5.23,1.35,"531156,"
Continental Seeds and Chemicals Ltd.,CONTI,Agriculture,50.26,1,2024-03,4.66,54.93,2024-03,97.68,0.66,2024-03,75.7,,4.11,1,2022-03,0.46,1.54,4.29,"CONTI,"
Shree Ganesh Bio-Tech (India) Ltd.,539470,Agriculture,47.83,1,2024-03,,47.83,2024-03,20.28,0.86,2024-03,77.03,,0.76,1,2023-03,0,3.32,4.43,"539470,"
Diana Tea Company Ltd.,530959,Tea/Coffee,45.98,1,2024-03,31.98,76.88,2024-06,70.85,-3.15,2024-06,0,0,0.82,1,2024-03,0.56,0.42,3.7,"530959,"
Transchem Ltd.,500422,Agriculture,45.17,1,2024-03,0,44.85,2024-06,0.41,5.02,2024-06,9,0.13,0.58,1,2024-03,0,5.94,7.99,"500422,"
Lead Reclaim And Rubber Products Ltd.,LRRPL,Rubber  Products,44.45,1,2024-03,4.16,48.61,2024-03,14.77,0.37,2024-03,120.15,,4.1,1,2023-03,0.25,12.17,10.01,"LRRPL,"
Tijaria Polypipes Ltd.,533629,Rubber  Products,41.34,1,2024-06,72.4,111.94,2024-06,0.11,-2.68,2024-06,0,0,-1.49,1,2023-03,-3.16,0,-13.96,"533629,"
Indong Tea Company Ltd.,543769,Tea/Coffee,40.88,1,2024-03,10.35,51.13,2024-03,21.32,-1.36,2024-03,0,,2.05,1,2023-03,0.43,8.61,10.39,"543769,"
Rex Sealing and Packing Industries Ltd.,543744,Rubber  Products,38.84,1,2024-03,2.42,41.26,2024-03,30.61,2.45,2024-03,15.83,,2.59,1,2023-03,0.09,3.04,7.92,"543744,"
Kanco Tea & Industries Ltd.,541005,Tea/Coffee,37.63,2,2024-03,37.33,66.26,2024-06,66.81,-10.1,2024-06,0,,0.55,2,2024-03,0.56,-12.33,-5.84,"541005,"
Tyroon Tea Company Ltd.,526945,Tea/Coffee,37.34,1,2024-03,5.51,42.68,2024-03,41.52,2.99,2024-03,12.5,0.38,0.99,1,2024-03,0.15,8.31,9.76,"526945,"
MPDL Ltd.,532723,Sugar,34.75,2,2024-03,41.47,75.81,2024-03,7.33,18.54,2024-03,1.87,,0.43,2,2023-03,0.68,-4.82,-0.98,"532723,"
PAOS Industries Ltd,530291,Solvent  Extraction,31.51,1,2024-03,16.37,47.87,2024-06,0,-0.32,2024-06,0,,-1.92,2,2023-03,-1,0,-207.65,"530291,"
Cochin Malabar Estates & Industries Ltd.,508571,Rubber  Products,30.12,1,2024-03,4.83,34.04,2024-06,0,0.52,2024-06,57.38,2.15,-9.75,1,2024-03,-1.65,0,64.92,"508571,"
Bangalore Fort Farms Ltd.,539120,Agriculture,30.04,1,2024-03,2.86,32.73,2024-06,43.5,0.42,2024-06,71.53,,3.86,1,2023-03,0.43,2.3,4.91,"539120,"
Kisaan Parivar Industries Ltd.,519230,Solvent  Extraction,29.88,1,2024-03,,29.88,2024-03,3,0.78,2024-03,39.69,,5.89,1,2023-03,0,-0.26,-0.25,"519230,"
Dharani Sugars & Chemicals Ltd.,DHARSUGAR,Sugar,28.65,1,2024-03,418.57,447.22,2024-06,0,115.3,2023-03,0,,-0.14,1,2022-03,-3.21,0,-10.35,"DHARSUGAR,"
Narmada Agrobase Ltd.,543643,Agriculture,27.21,1,2024-03,9.68,36.11,2024-06,54.63,1.92,2024-06,14.14,0.91,1.52,1,2024-03,0.57,6.22,8.81,"543643,"
Vrundavan Plantation Ltd.,544011,Agriculture,26.23,1,2024-03,,26.23,2024-03,18.83,1.69,2024-03,15.48,,1.15,1,2023-03,0,0,0,"544011,"
TGIF Agribusiness Ltd.,544175,Agriculture,24.05,1,2024-03,0,22.93,2024-03,1.54,0.67,2024-03,35.79,,2.68,1,2024-03,0,26.14,26.18,"544175,"
