Sector: Chemicals,
Date: 13-Aug-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Tata Chemicals Ltd.,TATACHEM,Chemicals,26169.84,2,2024-03,5064,30588.84,2024-06,14992,-67,2024-06,0,0,1.17,2,2024-03,0.23,2.14,5.12,"TATACHEM,"
Kansai Nerolac Paints Ltd.,KANSAINER,Paints,23402.64,2,2024-03,120.7,23263.39,2024-06,7777.7,666.73,2024-06,34.5,11.6,4.04,2,2024-03,0.02,23.29,30.59,"KANSAINER,"
Aarti Industries Ltd.,AARTIIND,Chemicals,22517.76,2,2024-03,3183.81,25571.84,2024-06,6814,484,2024-06,46.52,,4.15,2,2024-03,0.6,8.16,7.46,"AARTIIND,"
Atul Ltd.,ATUL,Chemicals,22475.25,2,2024-03,231.85,22634.8,2024-06,4865.71,323.12,2024-06,67.79,,4.3,2,2024-03,0.05,6.62,9.17,"ATUL,"
Himadri Speciality Chemical Ltd.,HSCL,Chemicals,22363.64,2,2024-03,600.42,22232.65,2024-06,4434.39,447.36,2024-06,50,10.33,7.01,2,2024-03,0.2,15.74,18.86,"HSCL,"
Vinati Organics Ltd.,VINATIORGA,Chemicals,20702.03,2,2024-03,4.65,20693.88,2024-06,1971.16,349.41,2024-06,59.25,,8.13,2,2023-03,0,22.64,30.36,"VINATIORGA,"
Chambal Fertilisers and Chemicals Ltd.,CHAMBLFERT,Fertilizers,19615.94,2,2024-03,1853.55,21336.6,2024-06,17310.36,1275.43,2024-06,14.16,1.4,2.55,2,2024-03,0.25,17.79,21.18,"CHAMBLFERT,"
Clean Science And Technology Ltd.,CLEAN,Chemicals,16922.12,2,2024-03,0,16911.49,2024-06,827.38,251.02,2024-06,67.41,3.35,13.36,2,2024-03,0,22.09,29.62,"CLEAN,"
Navin Fluorine International Ltd.,NAVINFLUOR,Chemicals,16246.5,2,2024-03,1339.94,17558.9,2024-06,2099.24,260.18,2024-06,62.45,7.87,6.73,2,2024-03,0.57,11.94,12.14,"NAVINFLUOR,"
Fine Organic Industries Ltd.,FINEORG,Chemicals,16161.18,2,2024-03,0,15112.67,2024-06,2125.46,427.76,2024-06,37.99,1.53,7.95,2,2024-03,0,23.81,31.34,"FINEORG,"
Supreme Petrochem Ltd.,SPLPETRO,Chemicals,15999.5,1,2024-03,0,15479.13,2024-06,5601.69,399.17,2024-06,40.08,0.84,7.47,1,2024-03,0,17.94,24.76,"SPLPETRO,"
Akzo Nobel India Ltd.,AKZOINDIA,Paints,14602.05,2,2024-03,0,14078.15,2024-06,3998.7,431.3,2024-06,33.86,2.23,10.12,2,2024-03,0,32.27,44.29,"AKZOINDIA,"
PCBL Ltd.,PCBL,Carbon Black,14154.85,2,2024-03,4819.69,18589.74,2024-06,7215.81,499.68,2024-06,28.32,5.6,4.21,2,2024-03,1.48,16.16,14.48,"PCBL,"
Deepak Fertilisers And Petrochemicals Corporation Ltd.,DEEPAKFERT,Fertilizers,12076.04,2,2024-03,4045.25,15760.35,2024-06,8644.41,543.26,2024-06,22.87,0.46,2.15,2,2023-03,0.71,27.28,26.54,"DEEPAKFERT,"
Aether Industries Ltd.,AETHER,Chemicals,11977.24,2,2024-03,168.62,11590.21,2024-06,617.08,82.6,2024-06,144.99,,5.72,2,2023-03,0,16.01,18.74,"AETHER,"
Jubilant Ingrevia Ltd.,JUBLINGREA,Chemicals,10569.1,2,2024-03,733,11222.5,2024-06,4085.12,173.86,2024-06,60.73,,3.81,2,2024-03,0.27,6.79,9.8,"JUBLINGREA,"
Rashtriya Chemicals and Fertilizers Ltd.,RCF,Fertilizers,10534.48,2,2024-03,3283.25,13464.79,2024-06,17334.42,170.52,2024-06,62.6,1.01,2.28,2,2023-03,0.41,22.81,22.66,"RCF,"
Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Chemicals,10342.79,1,2024-03,0.64,10312.05,2024-06,1430.51,147.99,2024-06,69.89,5.73,7.88,1,2024-03,0,12.26,16.4,"ALKYLAMINE,"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,9667.23,2,2024-03,1,8139.23,2024-03,7930,485,2024-03,19.45,1.48,1.16,2,2023-03,0,17.13,22.66,"GNFC,"
Elantas Beck India Ltd.,500123,Chemicals,9337.18,1,2024-06,,8989.14,2024-06,705.07,150.58,2024-06,62.01,2.57,11.57,1,2023-12,0,20.64,27.69,"500123,"
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,8896.01,2,2024-03,2.5,6595.55,2024-06,9254.25,530.53,2024-06,16.51,0.76,0.69,2,2023-03,0,10.63,13.08,"GSFC,"
Archean Chemical Industries Ltd.,ACI,Chemicals,8738.36,2,2024-03,59.54,8752.42,2024-06,1199.69,269.96,2024-06,32.37,0.75,5.01,2,2024-03,0.04,20.43,27.11,"ACI,"
Anupam Rasayan India Ltd.,ANURAS,Chemicals,8518.23,2,2024-03,1019.65,9248.62,2024-03,1475.07,167.44,2024-03,66.24,1.91,3.09,2,2023-03,0.33,10.62,13.03,"ANURAS,"
Dhanuka Agritech Ltd.,DHANUKA,Pesticides & Agrochemicals,8199.31,2,2024-03,0.47,8198.47,2024-06,1883.05,255.05,2024-06,32.15,1.98,6.28,2,2024-03,0,20.64,27.74,"DHANUKA,"
Chemplast Sanmar Ltd.,CHEMPLASTS,Chemicals,7941.84,2,2024-03,1576.6,8717.25,2024-06,4071.46,-70.57,2024-06,0,,44.27,2,2024-03,10.14,-74.76,-2.96,"CHEMPLASTS,"
Epigral Ltd.,EPIGRAL,Chemicals,7688.86,2,2024-03,962.69,8644.75,2024-06,2125.5,250.17,2024-06,30.73,,5.74,2,2024-03,0.77,16.86,17.69,"EPIGRAL,"
Laxmi Organic Industries Ltd.,LXCHEM,Chemicals,7479.67,2,2024-03,135.75,7298.34,2024-06,2856.79,116.56,2024-06,64.17,5.98,4.14,2,2024-03,0.08,7.63,9.63,"LXCHEM,"
Paradeep Phosphates Ltd.,PARADEEP,Fertilizers,6979.39,2,2024-03,3994.38,10855.74,2024-06,10898.22,224.98,2024-06,30.99,3.75,1.95,2,2023-03,1.32,10.62,10.78,"PARADEEP,"
Balaji Amines Ltd.,BALAMINES,Chemicals,6916.97,2,2024-03,19.7,6596.87,2024-06,1562.58,210.18,2024-06,35.4,3.01,3.91,2,2024-03,0.01,14.18,18.37,"BALAMINES,"
Indigo Paints Ltd.,INDIGOPNTS,Paints,6813.13,2,2024-03,3.08,6783.28,2024-06,1328.63,143.97,2024-06,47.82,,7.44,2,2024-03,0,17.98,23.87,"INDIGOPNTS,"
Sudarshan Chemical Industries Ltd.,SUDARSCHEM,Dyes & Pigments,6708.47,2,2024-03,440.93,7093.49,2024-06,2564.29,119.92,2024-06,55.94,,5.71,2,2024-03,0.39,36.3,31.49,"SUDARSCHEM,"
National Fertilizers Ltd.,NFL,Fertilizers,6600.73,2,2024-03,4088.33,10651.12,2024-03,23576.04,64.74,2024-03,43.99,2.65,2.58,2,2023-03,1.57,19.84,15.61,"NFL,"
Rallis India Ltd.,RALLIS,Pesticides & Agrochemicals,6535.13,1,2024-03,1.55,6505.17,2024-06,2649,133,2024-06,49.14,,3.48,1,2024-03,0,8.31,11.71,"RALLIS,"
GHCL Ltd.,GHCL,Chemicals,5932.49,2,2024-03,195.64,5636.63,2024-06,3256.62,518.18,2024-06,11.45,1.1,1.9,2,2024-03,0.07,22.99,27.24,"GHCL,"
Privi Speciality Chemicals Ltd.,PRIVISCL,Chemicals,5590.26,2,2024-03,977.21,6538.68,2024-06,1807.49,122.38,2024-06,45.95,21.05,5.85,2,2024-03,1.06,10.88,12.22,"PRIVISCL,"
Gujarat Alkalies And Chemicals Ltd.,GUJALKALI,Chemicals,5339.97,2,2024-03,543.43,5721.64,2024-06,3871.12,-123.46,2024-06,0,,0.88,2,2023-03,0.1,6.81,10.8,"GUJALKALI,"
Sharda Cropchem Ltd.,SHARDACROP,Pesticides & Agrochemicals,5041.07,2,2024-03,3.38,4956.53,2024-06,3310.38,147.8,2024-06,34.11,,2.23,2,2024-03,0,1.43,4.29,"SHARDACROP,"
Bharat Rasayan Ltd.,BHARATRAS,Pesticides & Agrochemicals,5012.21,2,2024-03,80.47,5044.06,2024-06,1087.63,107.68,2024-06,38.1,,4.94,2,2023-03,0.03,14.98,19.31,"BHARATRAS,"
Rossari Biotech Ltd.,ROSSARI,Chemicals,4867.11,2,2024-03,105.83,4942.73,2024-06,1909.6,135.94,2024-06,35.69,1.53,4.5,2,2024-03,0.1,13.36,18.39,"ROSSARI,"
Nocil Ltd.,NOCIL,Chemicals,4766.09,2,2024-03,0,4670.55,2024-06,1420.17,125.76,2024-06,37.9,,2.77,2,2024-03,0,8.21,11.17,"NOCIL,"
Styrenix Performance Materials Ltd.,STYRENIX,Chemicals,4515.29,1,2024-03,9.91,4468.59,2024-06,2377.1,201.92,2024-06,22.36,0.3,5.76,1,2024-03,0.01,24.09,32.5,"STYRENIX,"
Bhagiradha Chemicals & Industries Ltd.,BHAGCHEM,Pesticides & Agrochemicals,4485.26,2,2024-03,61.27,4535.61,2024-06,419.03,21.96,2024-06,204.23,,7.4,2,2024-03,0.19,5.68,8.26,"BHAGCHEM,"
Neogen Chemicals Ltd.,NEOGEN,Chemicals,4463.38,2,2024-03,393.53,4844.42,2024-06,705.75,37.2,2024-06,119.41,3.37,5.78,2,2023-03,0.75,10.84,13.25,"NEOGEN,"
Grauer & Weil (India) Ltd.,505710,Chemicals,4209.93,2,2024-03,23.02,3809.99,2024-06,1132.73,160.09,2024-06,26.3,2.15,5.09,2,2023-03,0.03,17.91,23.76,"505710,"
Fineotex Chemical Ltd.,FCL,Chemicals,4025.29,2,2024-03,5.19,3990.56,2024-06,578.64,124.07,2024-06,32.76,1.05,6.5,2,2023-03,0.02,29.34,37.3,"FCL,"
India Glycols Ltd.,INDIAGLYCO,Chemicals,3824.05,2,2024-03,1321.1,5007.33,2024-06,8310.48,160.87,2024-06,20.98,3.84,1.82,2,2024-03,0.64,8.76,10.89,"INDIAGLYCO,"
Fischer Medical Ventures Ltd.,524743,Chemicals,3768.81,1,2024-03,,3768.81,2024-03,11.53,0.39,2024-03,0,,47.82,1,2023-03,-2.15,0,6.53,"524743,"
Bhansali Engineering Polymers Ltd.,BEPL,Chemicals,3459.13,2,2024-03,0,3251.81,2024-06,1267.31,181.38,2024-06,18.98,0.62,3.54,2,2024-03,0,18.02,24.37,"BEPL,"
Thirumalai Chemicals Ltd.,TIRUMALCHM,Chemicals,3200.65,2,2024-03,1163.31,3764.57,2024-06,2115.13,-44.35,2024-06,0,,2.78,2,2024-03,1.01,-3.32,0.36,"TIRUMALCHM,"
Foseco India Ltd.,FOSECOIND,Chemicals,3096.6,1,2024-06,,2858.82,2024-06,493.08,65.44,2024-06,47.32,3.43,10.18,1,2023-12,0,27.9,36.29,"FOSECOIND,"
Premier Explosives Ltd.,PREMEXPLN,Chemicals,3019.23,2,2024-03,61.49,3051.48,2024-06,292.62,27.48,2024-06,110.11,,13.27,2,2023-03,0.43,3.63,6.7,"PREMEXPLN,"
Tinna Rubber And Infrastructure Ltd.,530475,Chemicals,2998.6,2,2024-03,84.77,3081.6,2024-06,418.96,47.02,2024-06,60.42,0.2,20.93,2,2024-03,0.66,36.02,32.83,"530475,"
Vishnu Chemicals Ltd.,VISHNU,Chemicals,2664.01,2,2024-03,315.26,2918.77,2024-03,1212.6,101.1,2024-03,26.35,0.46,3.8,2,2023-03,0.91,39.51,30.71,"VISHNU,"
Insecticides (India) Ltd.,INSECTICID,Pesticides & Agrochemicals,2578.71,2,2024-03,83.2,2600.51,2024-06,1983.12,121.86,2024-06,21.1,,2.43,2,2024-03,0.08,10.6,13.16,"INSECTICID,"
SH Kelkar And Company Ltd.,SHK,Chemicals,2548.33,2,2024-03,634.04,3079.3,2024-03,1929.99,123.55,2024-03,20.82,3.1,2.1,2,2024-03,0.52,10.85,12.8,"SHK,"
India Pesticides Ltd.,IPL,Pesticides & Agrochemicals,2408.07,2,2024-03,18.4,2313.86,2024-06,699.33,64.03,2024-06,37.61,,2.85,2,2024-03,0.02,7.53,10.7,"IPL,"
Astec Lifesciences Ltd.,ASTEC,Pesticides & Agrochemicals,2395.59,2,2024-03,493.89,2887.05,2024-06,384.7,-78.42,2024-06,0,,7.28,2,2024-03,1.34,-11.9,-4.5,"ASTEC,"
Jubilant Industries Ltd.,JUBLINDS,Chemicals,2376.23,2,2024-03,143.46,2504.96,2024-06,1262.66,34.42,2024-06,71.1,0.99,9.13,2,2023-03,0.86,31.08,28.21,"JUBLINDS,"
Meghmani Organics Ltd.,MOL,Chemicals,2267.97,2,2024-03,834.94,3082.65,2024-06,1554.39,-88.29,2024-06,0,,1.5,2,2024-03,0.55,-6.63,-2.94,"MOL,"
Tatva Chintan Pharma Chem Ltd.,TATVA,Chemicals,2243.65,2,2024-03,14.27,2219.63,2024-06,384.6,26.06,2024-06,86.1,2.83,3.02,2,2023-03,0.33,9.21,8.35,"TATVA,"
Vidhi Specialty Food Ingredients Ltd.,VIDHIING,Dyes & Pigments,2177.35,2,2024-03,19.8,2185.38,2024-06,306.72,36.53,2024-06,59.61,,7.54,2,2023-03,0.2,16.12,17.57,"VIDHIING,"
DCW Ltd.,DCW,Chemicals,2160.83,1,2024-03,436.37,2427.74,2024-03,1871.59,15.66,2024-03,137.98,2.47,2.09,1,2023-03,0.49,21.1,27.78,"DCW,"
Tanfac Industries Ltd.,506854,Chemicals,2150.71,1,2024-03,,2141.4,2024-06,367.3,45.42,2024-06,47.36,1.12,8.9,1,2023-03,0,35.31,48.88,"506854,"
GOCL Corporation Ltd.,GOCLCORP,Chemicals,2100.14,2,2024-03,1187.67,3247.18,2024-03,713.58,48.25,2024-03,43.52,0.89,1.48,2,2023-03,1.25,16.49,15.14,"GOCLCORP,"
Yasho Industries Ltd.,YASHO,Chemicals,2086.22,2,2024-03,557.93,2632.27,2024-06,615.86,40.68,2024-06,51.28,,7.14,2,2024-03,1.89,21.75,13.01,"YASHO,"
Platinum Industries Ltd.,PLATIND,Chemicals,1967.68,2,2024-03,7.47,1719.43,2024-03,264.39,43.5,2024-03,45,,5.94,2,2023-03,0.28,89.26,84.37,"PLATIND,"
Sigachi Industries Ltd.,SIGACHI,Chemicals,1953.42,2,2024-03,119.02,2015.38,2024-06,409.96,59.15,2024-06,32.85,0.74,4.42,2,2023-03,0.15,17.55,20.53,"SIGACHI,"
Madhya Bharat Agro Products Ltd.,MBAPL,Fertilizers,1924.11,1,2024-03,289.62,2201.85,2024-06,868.27,29.09,2024-06,66.14,0.74,5.31,1,2023-03,0.98,46.54,37.77,"MBAPL,"
Excel Industries Ltd.,EXCELINDUS,Pesticides & Agrochemicals,1869.07,2,2024-03,,1856.64,2024-06,876.76,43.33,2024-06,44.34,27.98,1.28,2,2023-03,0,6.69,9.11,"EXCELINDUS,"
IG Petrochemicals Ltd.,IGPL,Chemicals,1848.92,2,2024-03,364.53,2029.9,2024-06,2128.92,38.9,2024-06,47.54,,1.44,2,2024-03,0.29,3.18,5.42,"IGPL,"
Heranba Industries Ltd.,HERANBA,Pesticides & Agrochemicals,1776.8,2,2024-03,160.95,1898.2,2024-06,1278.1,56.72,2024-06,31.03,,2.07,2,2023-03,0.11,12.88,16.18,"HERANBA,"
Kiri Industries Ltd.,KIRIINDUS,Dyes & Pigments,1762.36,2,2024-03,121.29,1789.69,2024-06,983.48,-74.97,2024-06,8.24,,0.63,2,2023-03,0.02,4.06,4.77,"KIRIINDUS,"
Amines & Plasticizers Ltd.,AMNPLST,Chemicals,1759.81,2,2024-03,85,1805.38,2024-06,647.5,40.57,2024-06,43.38,4.74,7.69,2,2023-03,0.46,13.26,16.1,"AMNPLST,"
Sadhana Nitro Chem Ltd.,SADHNANIQ,Chemicals,1746.95,2,2024-03,220.73,1959.77,2024-06,186.74,4.64,2024-06,376.5,,8,2,2023-03,0.61,1.85,5.09,"SADHNANIQ,"
Fairchem Organics Ltd.,FAIRCHEMOR,Chemicals,1740.76,1,2024-03,7.32,1747.99,2024-06,625.81,48.23,2024-06,36.09,,5.73,1,2024-03,0.03,14.75,19.4,"FAIRCHEMOR,"
Camlin Fine Sciences Ltd.,CAMLINFINE,Chemicals,1731.06,2,2024-03,657.66,2295.19,2024-06,1589.31,-151.54,2024-06,0,,2.24,2,2024-03,0.82,-13.56,-1.94,"CAMLINFINE,"
Madras Fertilizers Ltd.,MADRASFERT,Fertilizers,1721.37,1,2024-03,1583.24,2741.06,2024-03,2228.42,5.56,2024-03,309.6,7.07,-6.09,1,2023-03,-2.34,0,79.42,"MADRASFERT,"
Southern Petrochemical Industries Corporation Ltd.,SPIC,Fertilizers,1713.63,2,2024-03,464.43,2004.41,2024-06,2129.26,93.46,2024-06,13.79,0.29,1.52,2,2023-03,0.4,35.81,29.59,"SPIC,"
Paushak Ltd.,532742,Chemicals,1710.9,1,2024-03,0,1709.78,2024-06,209.66,55.53,2024-06,30.81,2.28,4.09,1,2024-03,0,14.27,18.68,"532742,"
Jyoti Resins & Adhesives Ltd.,514448,Chemicals,1699.8,1,2024-03,,1589.21,2024-06,265.3,70.15,2024-06,24.23,0.21,11.37,1,2023-03,0,68.85,91.05,"514448,"
Oriental Aromatics Ltd.,OAL,Chemicals,1671.07,2,2024-03,204.09,1863.08,2024-06,856.47,26.13,2024-06,63.95,,2.6,2,2024-03,0.32,1.45,4.07,"OAL,"
Krishana Phoschem Ltd.,KRISHANA,Fertilizers,1630.08,1,2024-03,435.17,2060.04,2024-06,1039.29,45.01,2024-06,36.22,0.73,5.14,1,2023-03,1.06,11.19,11.05,"KRISHANA,"
Dhunseri Ventures Ltd.,DVL,Chemicals,1587.67,2,2024-03,356.34,1673.86,2024-06,524.44,56.18,2024-06,8.7,0.42,0.53,2,2024-03,0.12,5.44,6.65,"DVL,"
Mangalore Chemicals & Fertilizers Ltd.,MANGCHEFER,Fertilizers,1574.47,1,2024-03,1019.45,2265.63,2024-06,3651.46,149.44,2024-06,10.54,0.61,1.6,1,2023-03,1.69,18.12,13.4,"MANGCHEFER,"
Manali Petrochemicals Ltd.,MANALIPETC,Chemicals,1539.22,2,2024-03,22.29,1139.09,2024-06,971.45,28.12,2024-06,54.74,,1.43,2,2023-03,0.01,4.88,7.54,"MANALIPETC,"
The Andhra Sugars Ltd.,ANDHRSUGAR,Chemicals,1483.43,2,2024-03,30.43,1458.3,2024-06,1882.21,43.32,2024-06,21.55,1.95,0.93,2,2023-03,0.02,12,15.93,"ANDHRSUGAR,"
Punjab Chemicals & Crop Protection Ltd.,PUNJABCHEM,Pesticides & Agrochemicals,1462.27,2,2024-03,122.83,1575.04,2024-06,895.09,45.17,2024-06,32.37,1.99,4.26,2,2024-03,0.37,17.54,22.7,"PUNJABCHEM,"
Ultramarine & Pigments Ltd.,506685,Chemicals,1457.96,2,2024-03,70.82,1483.74,2024-06,590.67,57.6,2024-06,25.31,,1.59,2,2024-03,0.08,7.04,9.35,"506685,"
Best Agrolife Ltd.,BESTAGRO,Pesticides & Agrochemicals,1339.59,2,2024-03,627.72,1920.5,2024-06,1780.35,37.04,2024-06,36.17,,2.18,2,2023-03,1.08,45.65,35.07,"BESTAGRO,"
JG Chemicals Ltd.,JGCHEM,Chemicals,1252.78,2,2024-03,13.78,1119.86,2024-03,667.69,32.11,2024-03,40.6,0.95,3.02,2,2023-03,0.34,31.53,31.28,"JGCHEM,"
NACL Industries Ltd.,NACLIND,Pesticides & Agrochemicals,1244.76,2,2024-03,788.65,1967.48,2024-03,1778.73,-59.97,2024-03,0,0,2.43,2,2023-03,1.26,17.93,15.25,"NACLIND,"
Dharmaj Crop Guard Ltd.,DHARMAJ,Pesticides & Agrochemicals,1195.24,1,2024-03,111.89,1307.13,2024-06,747.44,40.55,2024-06,29.48,,3.19,1,2023-03,0.16,16.3,18.88,"DHARMAJ,"
Chemfab Alkalis Ltd.,CHEMFAB,Chemicals,1188.93,2,2024-03,18.2,1182.56,2024-06,324.75,17.71,2024-06,67.13,,3.06,2,2023-03,0,19.66,27.01,"CHEMFAB,"
Ganesh Benzoplast Ltd.,GANESHBE,Chemicals,1168.75,2,2024-03,13.25,1086.89,2024-06,442.67,62.38,2024-06,18.74,1.42,2.33,2,2023-03,0.06,17.95,23.09,"GANESHBE,"
Shalimar Paints Ltd.,SHALPAINTS,Paints,1143.49,2,2024-03,103.2,1190.51,2024-06,537.61,-90.62,2024-06,0,0,3.12,2,2023-03,0.44,-10.86,-4.02,"SHALPAINTS,"
Indo Amines Ltd.,INDOAMIN,Chemicals,1113.13,2,2024-03,216.98,1309.62,2024-06,964.96,49.97,2024-06,22.28,1.06,3.96,2,2023-03,1.04,19.94,17.43,"INDOAMIN,"
Valiant Organics Ltd.,VALIANTORG,Chemicals,1099.42,2,2024-03,256.46,1352.08,2024-03,723.06,-6.84,2024-03,0,,1.51,2,2024-03,0.35,-1.19,0.79,"VALIANTORG,"
3B Blackbio Dx Ltd.,532067,Pesticides & Agrochemicals,1094.93,2,2024-03,0.85,1033.64,2024-06,79.28,36.19,2024-06,29.93,0.6,5.26,2,2023-03,0.01,16,21.6,"532067,"
Heubach Colorants India Ltd.,HEUBACHIND,Chemicals,1042.26,1,2024-03,,928.98,2024-06,754.73,30.29,2024-06,34.41,10.24,2.18,1,2023-03,0,4.53,9.5,"HEUBACHIND,"
TGV SRACC Ltd.,507753,Chemicals,998.61,1,2024-03,300.99,1257.19,2024-03,1545.95,60.99,2024-03,16.37,0.34,0.91,1,2023-03,0.21,40.45,38.65,"507753,"
Tuticorin Alkali Chemicals and Fertilizers Ltd.,506808,Chemicals,986.26,1,2024-03,8.07,994.33,2024-06,294.08,86.38,2024-06,11.42,0.34,-11.82,1,2023-03,-0.02,0,0,"506808,"
Primo Chemicals Ltd.,506852,Chemicals,969.86,2,2024-03,176.46,1144.94,2024-06,409.03,-33.85,2024-06,0,,2.85,2,2023-03,0.39,44.2,47.96,"506852,"
Bodal Chemicals Ltd.,BODALCHEM,Dyes & Pigments,969.71,2,2024-03,841.02,1777.49,2024-03,1394.62,6.47,2024-03,149.9,,0.9,2,2023-03,0.71,3.58,5.15,"BODALCHEM,"
Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD,Chemicals,962.77,2,2024-03,8.05,636.65,2024-03,866.01,78.97,2024-03,12.19,0.29,1.2,2,2023-03,0.02,23.35,28.87,"SRHHYPOLTD,"
Transpek Industry Ltd.,506687,Pesticides & Agrochemicals,949.77,2,2024-03,44.16,963.33,2024-06,569.33,32,2024-06,29.68,1.15,1.39,2,2023-03,0.13,15.59,20.66,"506687,"
Chemcon Speciality Chemicals Ltd.,CHEMCON,Chemicals,934.82,1,2024-03,42.74,806.98,2024-06,233.29,18.65,2024-06,50.11,3.16,1.94,1,2023-03,0.14,12.6,15.53,"CHEMCON,"
Jayant Agro-Organics Ltd.,JAYAGROGN,Chemicals,905.4,2,2024-03,153.18,1047.87,2024-03,2150.04,54.98,2024-03,17.16,,1.67,2,2024-03,0.28,10.57,12.86,"JAYAGROGN,"
Shivalik Rasayan Ltd.,SHIVALIK,Pesticides & Agrochemicals,889.2,2,2024-03,76.08,965.28,2024-03,272.98,18.07,2024-03,54.35,2.02,1.86,2,2023-03,0.21,10.35,10.31,"SHIVALIK,"
